Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;0.9052898539
0;Grundnutzen;2;2;1.6032480311
0;Grundnutzen;3;3;1.8425362299
0;Grundnutzen;4;4;1.8552816975
0;Grundnutzen;5;5;1.6620455603
0;Grundnutzen;6;6;0.976768947
0;Grundnutzen;7;7;-0.50367064
0;Grundnutzen;8;0;0
1;beruf_erwerbstaetig;1;1;0.0555721212
1;beruf_erwerbstaetig;2;2;0.0908337322
1;beruf_erwerbstaetig;3;3;-0.087646611
1;beruf_erwerbstaetig;4;4;-0.271311345
1;beruf_erwerbstaetig;5;5;-0.312695648
1;beruf_erwerbstaetig;6;6;-0.457832964
1;beruf_erwerbstaetig;7;7;-0.254446319
1;beruf_erwerbstaetig;8;0;0
2;0;1;1;0
2;0;2;2;0
2;0;3;3;0
2;0;4;4;0
2;0;5;5;0
2;0;6;6;0
2;0;7;7;0
2;0;8;0;0
3;0;1;1;0
3;0;2;2;0
3;0;3;3;0
3;0;4;4;0
3;0;5;5;0
3;0;6;6;0
3;0;7;7;0
3;0;8;0;0
4;beruf_schueler;1;1;-0.093880882
4;beruf_schueler;2;2;-0.418878145
4;beruf_schueler;3;3;-0.826277452
4;beruf_schueler;4;4;-1.086289353
4;beruf_schueler;5;5;-1.282745588
4;beruf_schueler;6;6;-1.537397404
4;beruf_schueler;7;7;-1.01753776
4;beruf_schueler;8;0;0
5;beruf_azubi;1;1;-0.143204187
5;beruf_azubi;2;2;-0.718923893
5;beruf_azubi;3;3;-0.939486553
5;beruf_azubi;4;4;-1.035092065
5;beruf_azubi;5;5;-1.29873415
5;beruf_azubi;6;6;-2.738012438
5;beruf_azubi;7;7;-0.960542584
5;beruf_azubi;8;0;0
6;0;1;1;0
6;0;2;2;0
6;0;3;3;0
6;0;4;4;0
6;0;5;5;0
6;0;6;6;0
6;0;7;7;0
6;0;8;0;0
7;alter_10bis17;1;1;-0.234058272
7;alter_10bis17;2;2;-0.797508251
7;alter_10bis17;3;3;-1.338486658
7;alter_10bis17;4;4;-1.690697293
7;alter_10bis17;5;5;-3.152235763
7;alter_10bis17;6;6;-3.307881811
7;alter_10bis17;7;7;-11.3718737
7;alter_10bis17;8;0;0
8;0;1;1;0
8;0;2;2;0
8;0;3;3;0
8;0;4;4;0
8;0;5;5;0
8;0;6;6;0
8;0;7;7;0
8;0;8;0;0
9;0;1;1;0
9;0;2;2;0
9;0;3;3;0
9;0;4;4;0
9;0;5;5;0
9;0;6;6;0
9;0;7;7;0
9;0;8;0;0
10;0;1;1;0
10;0;2;2;0
10;0;3;3;0
10;0;4;4;0
10;0;5;5;0
10;0;6;6;0
10;0;7;7;0
10;0;8;0;0
11;0;1;1;0
