Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;W;-0.537390085
0;Grundnutzen;2;E;-2.08573566
0;Grundnutzen;3;L;1.9943363057
0;Grundnutzen;4;S;3.3804724644
0;Grundnutzen;5;T;2.0037325472
0;Grundnutzen;6;H;0
1;beruf_vollzeit;1;W;0.6740876243
1;beruf_vollzeit;2;E;-0.115225671
1;beruf_vollzeit;3;L;-0.031195946
1;beruf_vollzeit;4;S;0.0003925709
1;beruf_vollzeit;5;T;0.0728614726
1;beruf_vollzeit;6;H;0
2;beruf_teilzeit;1;W;0.7520082837
2;beruf_teilzeit;2;E;-0.273221951
2;beruf_teilzeit;3;L;-0.015012181
2;beruf_teilzeit;4;S;0.0384513485
2;beruf_teilzeit;5;T;-0.038998474
2;beruf_teilzeit;6;H;0
3;beruf_ohneerwerb;1;W;0.1923489056
3;beruf_ohneerwerb;2;E;0.2274529223
3;beruf_ohneerwerb;3;L;-0.010473798
3;beruf_ohneerwerb;4;S;-0.00451248
3;beruf_ohneerwerb;5;T;0.0549948367
3;beruf_ohneerwerb;6;H;0
4;beruf_schueler;1;W;0.333429953
4;beruf_schueler;2;E;0.5729644605
4;beruf_schueler;3;L;0.0279656643
4;beruf_schueler;4;S;-0.126611036
4;beruf_schueler;5;T;0.1582020888
4;beruf_schueler;6;H;0
5;beruf_azubi;1;W;0.6363630446
5;beruf_azubi;2;E;1.0611223488
5;beruf_azubi;3;L;0.1043652415
5;beruf_azubi;4;S;-0.069609369
5;beruf_azubi;5;T;0.2910975807
5;beruf_azubi;6;H;0
6;anzahlkinder_u18;1;W;0.0157042045
6;anzahlkinder_u18;2;E;-0.00776756
6;anzahlkinder_u18;3;L;0.0319445356
6;anzahlkinder_u18;4;S;0.0364319946
6;anzahlkinder_u18;5;T;-0.147926549
6;anzahlkinder_u18;6;H;0
7;0;1;W;0
7;0;2;E;0
7;0;3;L;0
7;0;4;S;0
7;0;5;T;0
7;0;6;H;0
8;0;1;W;0
8;0;2;E;0
8;0;3;L;0
8;0;4;S;0
8;0;5;T;0
8;0;6;H;0
9;anzahl_arbeitstage5;1;W;-0.317162315
9;anzahl_arbeitstage5;2;E;-0.360562932
9;anzahl_arbeitstage5;3;L;0.0094059042
9;anzahl_arbeitstage5;4;S;0.0476869623
9;anzahl_arbeitstage5;5;T;-0.154816852
9;anzahl_arbeitstage5;6;H;0
10;anzahl_bildungstage5;1;W;0.5653462292
10;anzahl_bildungstage5;2;E;-0.281474144
10;anzahl_bildungstage5;3;L;-0.054807923
10;anzahl_bildungstage5;4;S;0.0109044355
10;anzahl_bildungstage5;5;T;-0.348369131
10;anzahl_bildungstage5;6;H;0
11;0;1;W;0
11;0;2;E;0
11;0;3;L;0
11;0;4;S;0
11;0;5;T;0
11;0;6;H;0
12;tag_di;1;W;0.2455026461
12;tag_di;2;E;0.2964082998
12;tag_di;3;L;0.1001866163
12;tag_di;4;S;-0.06837349
12;tag_di;5;T;0.0243904581
12;tag_di;6;H;0
13;tag_mi;1;W;0.2724237605
13;tag_mi;2;E;0.1431891991
13;tag_mi;3;L;0.2222336921
13;tag_mi;4;S;-0.021602489
13;tag_mi;5;T;0.1071259867
13;tag_mi;6;H;0
14;tag_do;1;W;0.3519244492
14;tag_do;2;E;0.1815737743
14;tag_do;3;L;0.3169975586
14;tag_do;4;S;0.1976350532
14;tag_do;5;T;0.2111852706
14;tag_do;6;H;0
15;tag_fr;1;W;-0.084886983
15;tag_fr;2;E;-0.178909315
15;tag_fr;3;L;0.3956900824
15;tag_fr;4;S;0.275128296
15;tag_fr;5;T;0.2118465372
15;tag_fr;6;H;0
16;tag_sa;1;W;-4.289720507
16;tag_sa;2;E;-6.52748593
16;tag_sa;3;L;0.1397681676
16;tag_sa;4;S;-0.495940079
16;tag_sa;5;T;-1.086645891
16;tag_sa;6;H;0
17;tag_so;1;W;-6.054374246
17;tag_so;2;E;-8.400837753
17;tag_so;3;L;-0.353831855
17;tag_so;4;S;-3.427170706
17;tag_so;5;T;-1.818945252
17;tag_so;6;H;0
18;0;1;W;0
18;0;2;E;0
18;0;3;L;0
18;0;4;S;0
18;0;5;T;0
18;0;6;H;0
19;0;1;W;0
19;0;2;E;0
19;0;3;L;0
19;0;4;S;0
19;0;5;T;0
19;0;6;H;0
20;0;1;W;0
20;0;2;E;0
20;0;3;L;0
20;0;4;S;0
20;0;5;T;0
20;0;6;H;0
21;anztage_w;1;W;1.1204440404
21;anztage_w;2;E;0.3397796776
21;anztage_w;3;L;-0.178294641
21;anztage_w;4;S;-0.260444188
21;anztage_w;5;T;-0.278320681
21;anztage_w;6;H;0
22;anztage_e;1;W;0.1160306064
22;anztage_e;2;E;1.5549559727
22;anztage_e;3;L;-0.271129766
22;anztage_e;4;S;-0.348534368
22;anztage_e;5;T;-0.2863561
22;anztage_e;6;H;0
23;anztage_l;1;W;0.0258201042
23;anztage_l;2;E;0.0524218991
23;anztage_l;3;L;0.3393382017
23;anztage_l;4;S;-0.246357563
23;anztage_l;5;T;-0.231529062
23;anztage_l;6;H;0
24;anztage_s;1;W;-0.001109845
24;anztage_s;2;E;-0.005805376
24;anztage_s;3;L;-0.068137567
24;anztage_s;4;S;0.2288622455
24;anztage_s;5;T;-0.201232463
24;anztage_s;6;H;0
25;anztage_t;1;W;0.0311027449
25;anztage_t;2;E;-0.004056178
25;anztage_t;3;L;-0.012561902
25;anztage_t;4;S;-0.060153851
25;anztage_t;5;T;0.5990061769
25;anztage_t;6;H;0
26;anztage_immobil;1;W;-1.004786559
26;anztage_immobil;2;E;-0.892112245
26;anztage_immobil;3;L;-1.15499729
26;anztage_immobil;4;S;-1.286109072
26;anztage_immobil;5;T;-1.400447746
26;anztage_immobil;6;H;0
27;0;1;W;0
27;0;2;E;0
27;0;3;L;0
27;0;4;S;0
27;0;5;T;0
28;0;1;W;0
28;0;2;E;0
28;0;3;L;0
28;0;4;S;0
28;0;5;T;0
29;0;1;W;0
29;0;2;E;0
29;0;3;L;0
29;0;4;S;0
29;0;5;T;0
30;0;1;W;0
30;0;2;E;0
30;0;3;L;0
30;0;4;S;0
30;0;5;T;0
31;0;1;W;0
31;0;2;E;0
31;0;3;L;0
31;0;4;S;0
31;0;5;T;0
32;0;1;W;0
32;0;2;E;0
32;0;3;L;0
32;0;4;S;0
32;0;5;T;0
33;0;1;W;0
33;0;2;E;0
33;0;3;L;0
33;0;4;S;0
33;0;5;T;0
34;0;1;W;0
34;0;2;E;0
34;0;3;L;0
34;0;4;S;0
34;0;5;T;0
35;0;1;W;0
35;0;2;E;0
35;0;3;L;0
35;0;4;S;0
35;0;5;T;0
36;0;1;W;0
36;0;2;E;0
36;0;3;L;0
36;0;4;S;0
36;0;5;T;0
37;0;1;W;0
37;0;2;E;0
37;0;3;L;0
37;0;4;S;0
37;0;5;T;0
38;0;1;W;0
38;0;2;E;0
38;0;3;L;0
38;0;4;S;0
38;0;5;T;0
39;0;1;W;0
39;0;2;E;0
39;0;3;L;0
39;0;4;S;0
39;0;5;T;0
40;0;1;W;0
40;0;2;E;0
40;0;3;L;0
40;0;4;S;0
40;0;5;T;0
41;0;1;W;0
41;0;2;E;0
41;0;3;L;0
41;0;4;S;0
41;0;5;T;0
42;0;1;W;0
42;0;2;E;0
42;0;3;L;0
42;0;4;S;0
42;0;5;T;0
43;0;1;W;0
43;0;2;E;0
43;0;3;L;0
43;0;4;S;0
43;0;5;T;0
44;0;1;W;0
44;0;2;E;0
44;0;3;L;0
44;0;4;S;0
44;0;5;T;0
45;0;1;W;0
45;0;2;E;0
