Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
4;anzaktvorhauptaktist2;8;7;2.3442999692
4;anzaktvorhauptaktist2;9;8;1.8454593832
4;anzaktvorhauptaktist2;10;9;1.3312344003
5;anzaktvorhauptaktist3;1;0;0
5;anzaktvorhauptaktist3;2;1;1.1187119124
5;anzaktvorhauptaktist3;3;2;1.4001085486
5;anzaktvorhauptaktist3;4;3;1.6695121188
5;anzaktvorhauptaktist3;5;4;1.99799197
5;anzaktvorhauptaktist3;6;5;2.3849677192
5;anzaktvorhauptaktist3;7;6;0.8715790451
5;anzaktvorhauptaktist3;8;7;4.1205640397
5;anzaktvorhauptaktist3;9;8;2.7564289786
5;anzaktvorhauptaktist3;10;9;2.2521802962
6;tourtyp_work;1;0;0
6;tourtyp_work;2;1;0.485959838
6;tourtyp_work;3;2;0.7738951061
6;tourtyp_work;4;3;0.8015711181
6;tourtyp_work;5;4;1.1279161305
6;tourtyp_work;6;5;0.776586607
6;tourtyp_work;7;6;0.7383860866
6;tourtyp_work;8;7;1.526825595
6;tourtyp_work;9;8;0.1671190176
6;tourtyp_work;10;9;0.5652426449
7;tourtyp_education;1;0;0
7;tourtyp_education;2;1;-0.061229657
7;tourtyp_education;3;2;0.3556491291
7;tourtyp_education;4;3;0.1704452687
7;tourtyp_education;5;4;0.6371528095
7;tourtyp_education;6;5;-0.112326752
7;tourtyp_education;7;6;0.4140879418
7;tourtyp_education;8;7;0.4461427912
7;tourtyp_education;9;8;0.1401098229
7;tourtyp_education;10;9;-0.221620754
8;tourtyp_shopping;1;0;0
8;tourtyp_shopping;2;1;-0.08805084
8;tourtyp_shopping;3;2;-0.164272887
8;tourtyp_shopping;4;3;-0.244606086
8;tourtyp_shopping;5;4;0.0173852844
8;tourtyp_shopping;6;5;-0.586352985
8;tourtyp_shopping;7;6;-0.671987178
8;tourtyp_shopping;8;7;-9.567084107
8;tourtyp_shopping;9;8;-1.495264809
8;tourtyp_shopping;10;9;-12.22878154
9;0;1;0;0
9;0;2;1;0
9;0;3;2;0
9;0;4;3;0
9;0;5;4;0
9;0;6;5;0
9;0;7;6;0
9;0;8;7;0
9;0;9;8;0
9;0;10;9;0
10;0;1;0;0
10;0;2;1;0
10;0;3;2;0
10;0;4;3;0
10;0;5;4;0
10;0;6;5;0
10;0;7;6;0
10;0;8;7;0
10;0;9;8;0
10;0;10;9;0
11;tag_sa;1;0;0
11;tag_sa;2;1;-0.27035528
11;tag_sa;3;2;-0.308432323
11;tag_sa;4;3;-0.536828185
11;tag_sa;5;4;-0.388534005
11;tag_sa;6;5;-0.501124874
11;tag_sa;7;6;-0.451490928
11;tag_sa;8;7;-10.45173689
11;tag_sa;9;8;-0.47228723
11;tag_sa;10;9;0.5269789295
12;tag_so;1;0;0
12;tag_so;2;1;-0.506400735
12;tag_so;3;2;-0.671162464
12;tag_so;4;3;-0.773449411
12;tag_so;5;4;-0.805056738
12;tag_so;6;5;-1.729602981
12;tag_so;7;6;-1.603182255
12;tag_so;8;7;0.1931161922
12;tag_so;9;8;-1.308020458
12;tag_so;10;9;-0.412235837
13;0;1;0;0
13;0;2;1;0
13;0;3;2;0
13;0;4;3;0
13;0;5;4;0
13;0;6;5;0
13;0;7;6;0
13;0;8;7;0
13;0;9;8;0
13;0;10;9;0
14;0;1;0;0
14;0;2;1;0
14;0;3;2;0
14;0;4;3;0
14;0;5;4;0
14;0;6;5;0
14;0;7;6;0
14;0;8;7;0
14;0;9;8;0
14;0;10;9;0
15;alter_18bis35;1;0;0
15;alter_18bis35;2;1;0.4761424321
15;alter_18bis35;3;2;0.6881551147
15;alter_18bis35;4;3;0.8980973584
15;alter_18bis35;5;4;0.8220893727
15;alter_18bis35;6;5;0.6287837564
15;alter_18bis35;7;6;1.4589363448
15;alter_18bis35;8;7;1.3571701121
15;alter_18bis35;9;8;1.6126260318
15;alter_18bis35;10;9;0.7219925442
16;alter_36bis50;1;0;0
16;alter_36bis50;2;1;0.3849602939
16;alter_36bis50;3;2;0.6125684597
16;alter_36bis50;4;3;0.8320485667
16;alter_36bis50;5;4;0.7156906952
16;alter_36bis50;6;5;0.9352934396
16;alter_36bis50;7;6;1.1642390632
16;alter_36bis50;8;7;1.5317659445
16;alter_36bis50;9;8;0.249501441
16;alter_36bis50;10;9;-0.00761497
17;alter_51bis60;1;0;0
17;alter_51bis60;2;1;0.2786899939
17;alter_51bis60;3;2;0.4409052452
17;alter_51bis60;4;3;0.6324761633
17;alter_51bis60;5;4;0.284324788
17;alter_51bis60;6;5;0.2244934011
17;alter_51bis60;7;6;0.7409076164
17;alter_51bis60;8;7;1.1902972387
17;alter_51bis60;9;8;1.6401471356
17;alter_51bis60;10;9;0.4370278088
18;taghat1tour;1;0;0
18;taghat1tour;2;1;0.476366769
18;taghat1tour;3;2;0.5840672959
18;taghat1tour;4;3;0.8374804557
18;taghat1tour;5;4;1.0334807269
18;taghat1tour;6;5;1.4322581287
18;taghat1tour;7;6;2.1120196719
18;taghat1tour;8;7;1.8837114682
18;taghat1tour;9;8;1.4748462698
18;taghat1tour;10;9;1.3775602512
19;taghat2touren;1;0;0
19;taghat2touren;2;1;0.1837388292
19;taghat2touren;3;2;0.2328525621
19;taghat2touren;4;3;0.2604620812
19;taghat2touren;5;4;0.468961512
19;taghat2touren;6;5;0.6716193307
19;taghat2touren;7;6;1.1949576717
19;taghat2touren;8;7;0.8391623089
19;taghat2touren;9;8;0.4299593287
19;taghat2touren;10;9;0.3750447255
20;0;2;1;0
20;0;3;2;0
20;0;4;3;0
20;0;5;4;0
20;0;6;5;0
20;0;7;6;0
20;0;8;7;0
20;0;9;8;0
20;0;10;9;0
