Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
17;0;4;53;0
17;0;5;77;0
18;0;1;12;0
18;0;2;51;0
18;0;3;52;0
18;0;4;53;0
18;0;5;77;0
19;beruf_vollzeit;1;12;0
19;beruf_vollzeit;2;51;0.1496374098
19;beruf_vollzeit;3;52;0.3501810879
19;beruf_vollzeit;4;53;-0.061908799
19;beruf_vollzeit;5;77;-0.210047231
20;beruf_teilzeit;1;12;0
20;beruf_teilzeit;2;51;-0.163681683
20;beruf_teilzeit;3;52;0.2494596991
20;beruf_teilzeit;4;53;0.0003328424
20;beruf_teilzeit;5;77;-0.175711477
21;beruf_schueler;1;12;0
21;beruf_schueler;2;51;0.1113729087
21;beruf_schueler;3;52;0.435069719
21;beruf_schueler;4;53;-0.1118205
21;beruf_schueler;5;77;-0.336683027
22;beruf_azubi;1;12;0
22;beruf_azubi;2;51;0.0653365015
22;beruf_azubi;3;52;0.2077062295
22;beruf_azubi;4;53;-0.029802565
22;beruf_azubi;5;77;-0.581721102
23;0;1;12;0
23;0;2;51;0
23;0;3;52;0
23;0;4;53;0
23;0;5;77;0
24;0;1;12;0
24;0;2;51;0
24;0;3;52;0
24;0;4;53;0
24;0;5;77;0
25;0;1;12;0
25;0;2;51;0
25;0;3;52;0
25;0;4;53;0
25;0;5;77;0
26;alter_10bis17;1;12;0
26;alter_10bis17;2;51;-0.776188504
26;alter_10bis17;3;52;0.0959883987
26;alter_10bis17;4;53;0.2423494173
26;alter_10bis17;5;77;-0.701484564
27;alter_18bis25;1;12;0
27;alter_18bis25;2;51;-0.545726132
27;alter_18bis25;3;52;-0.366165527
27;alter_18bis25;4;53;-0.011619669
27;alter_18bis25;5;77;-1.006417825
28;alter_26bis35;1;12;0
28;alter_26bis35;2;51;-0.206135992
28;alter_26bis35;3;52;-0.293658758
28;alter_26bis35;4;53;-0.264371355
28;alter_26bis35;5;77;-0.508392412
29;0;1;12;0
29;0;2;51;0
29;0;3;52;0
29;0;4;53;0
29;0;5;77;0
30;alter_51bis60;1;12;0
30;alter_51bis60;2;51;-0.055302506
30;alter_51bis60;3;52;-0.13842416
30;alter_51bis60;4;53;-0.092515535
30;alter_51bis60;5;77;0.0844479967
31;0;1;12;0
31;0;2;51;0
31;0;3;52;0
31;0;4;53;0
31;0;5;77;0
32;0;1;12;0
32;0;2;51;0
32;0;3;52;0
32;0;4;53;0
32;0;5;77;0
33;ersteaktamtag;1;12;0
33;ersteaktamtag;2;51;-0.313323556
33;ersteaktamtag;3;52;0.517765753
33;ersteaktamtag;4;53;0.3195040628
33;ersteaktamtag;5;77;0.3866045373
34;0;1;12;0
34;0;2;51;0
34;0;3;52;0
34;0;4;53;0
34;0;5;77;0
35;tag_fr;1;12;0
35;tag_fr;2;51;0.128503683
35;tag_fr;3;52;-0.24244693
35;tag_fr;4;53;-0.072258887
35;tag_fr;5;77;-0.068836128
36;tag_sa;1;12;0
36;tag_sa;2;51;0.0638182866
36;tag_sa;3;52;-0.672763949
36;tag_sa;4;53;-0.111644229
36;tag_sa;5;77;0.0662042136
37;tag_so;1;12;0
37;tag_so;2;51;0.2019479144
37;tag_so;3;52;-0.860955627
37;tag_so;4;53;-0.020516517
37;tag_so;5;77;0.378930083
38;0;1;12;0
38;0;2;51;0
38;0;3;52;0
38;0;4;53;0
38;0;5;77;0
39;0;1;12;0
39;0;2;51;0
39;0;3;52;0
39;0;4;53;0
39;0;5;77;0
40;0;1;12;0
40;0;2;51;0
40;0;3;52;0
40;0;4;53;0
40;0;5;77;0
41;0;1;12;0
41;0;2;51;0
41;0;3;52;0
41;0;4;53;0
41;0;5;77;0
42;0;1;12;0
42;0;2;51;0
42;0;3;52;0
42;0;4;53;0
42;0;5;77;0
43;0;1;12;0
43;0;2;51;0
43;0;3;52;0
43;0;4;53;0
43;0;5;77;0
44;0;1;12;0
44;0;2;51;0
44;0;3;52;0
44;0;4;53;0
44;0;5;77;0
45;0;1;12;0
45;0;2;51;0
45;0;3;52;0
45;0;4;53;0
45;0;5;77;0
46;0;1;12;0
46;0;2;51;0
46;0;3;52;0
46;0;4;53;0
46;0;5;77;0
47;0;1;12;0
47;0;2;51;0
47;0;3;52;0
47;0;4;53;0
47;0;5;77;0
48;0;1;12;0
48;0;2;51;0
48;0;3;52;0
48;0;4;53;0
48;0;5;77;0
49;0;1;12;0
49;0;2;51;0
49;0;3;52;0
49;0;4;53;0
49;0;5;77;0
50;0;1;12;0
50;0;2;51;0
50;0;3;52;0
50;0;4;53;0
50;0;5;77;0
