Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;12;0
0;Grundnutzen;2;51;-2.766437294
0;Grundnutzen;3;52;-2.57451743
0;Grundnutzen;4;53;-0.645206293
0;Grundnutzen;5;77;-3.146367478
1;male;1;12;0
1;male;2;51;0.1445293042
1;male;3;52;0.3413755017
1;male;4;53;0.2419610472
1;male;5;77;0.2172644233
2;0;1;12;0
2;0;2;51;0
2;0;3;52;0
2;0;4;53;0
2;0;5;77;0
3;dauer_akt_1bis14;1;12;0
3;dauer_akt_1bis14;2;51;2.101891285
3;dauer_akt_1bis14;3;52;2.5309404534
3;dauer_akt_1bis14;4;53;1.6284011338
3;dauer_akt_1bis14;5;77;2.6091512942
4;dauer_akt_15bis29;1;12;0
4;dauer_akt_15bis29;2;51;2.3154657792
4;dauer_akt_15bis29;3;52;0.8405144155
4;dauer_akt_15bis29;4;53;0.4726584034
4;dauer_akt_15bis29;5;77;3.787194575
5;dauer_akt_30bis59;1;12;0
5;dauer_akt_30bis59;2;51;2.7086226904
5;dauer_akt_30bis59;3;52;1.5918438891
5;dauer_akt_30bis59;4;53;0.5591147908
5;dauer_akt_30bis59;5;77;4.1701640719
6;0;1;12;0
6;0;2;51;0
6;0;3;52;0
6;0;4;53;0
6;0;5;77;0
7;dauer_akt_60bis119;1;12;0
7;dauer_akt_60bis119;2;51;2.8153718411
7;dauer_akt_60bis119;3;52;2.8152537847
7;dauer_akt_60bis119;4;53;0.7071593538
7;dauer_akt_60bis119;5;77;3.7368507868
8;0;1;12;0
8;0;2;51;0
8;0;3;52;0
8;0;4;53;0
8;0;5;77;0
9;dauer_akt_120bis179;1;12;0
9;dauer_akt_120bis179;2;51;2.7883416872
9;dauer_akt_120bis179;3;52;2.4302877045
9;dauer_akt_120bis179;4;53;0.589526671
9;dauer_akt_120bis179;5;77;2.4818753084
10;dauer_akt_180bis239;1;12;0
10;dauer_akt_180bis239;2;51;2.6527901336
10;dauer_akt_180bis239;3;52;1.7609363853
10;dauer_akt_180bis239;4;53;0.3080660567
10;dauer_akt_180bis239;5;77;1.7165133093
11;dauer_akt_240bis299;1;12;0
11;dauer_akt_240bis299;2;51;2.2919877215
11;dauer_akt_240bis299;3;52;1.4630573777
11;dauer_akt_240bis299;4;53;0.1750667759
11;dauer_akt_240bis299;5;77;1.2872556284
12;dauer_akt_300bis359;1;12;0
12;dauer_akt_300bis359;2;51;1.8762518199
12;dauer_akt_300bis359;3;52;0.9692077674
12;dauer_akt_300bis359;4;53;-0.078394732
12;dauer_akt_300bis359;5;77;0.7538373102
13;dauer_akt_360bis419;1;12;0
13;dauer_akt_360bis419;2;51;1.5878339637
13;dauer_akt_360bis419;3;52;1.0864832332
13;dauer_akt_360bis419;4;53;-0.027641547
13;dauer_akt_360bis419;5;77;0.6996143118
14;dauer_akt_420bis479;1;12;0
14;dauer_akt_420bis479;2;51;1.6024227233
14;dauer_akt_420bis479;3;52;1.3177647999
14;dauer_akt_420bis479;4;53;0.4575751777
14;dauer_akt_420bis479;5;77;1.2007793817
15;dauer_akt_480bis539;1;12;0
15;dauer_akt_480bis539;2;51;1.1296077852
15;dauer_akt_480bis539;3;52;0.9628044007
15;dauer_akt_480bis539;4;53;0.3918022994
15;dauer_akt_480bis539;5;77;0.5935486441
16;0;1;12;0
16;0;2;51;0
16;0;3;52;0
16;0;4;53;0
16;0;5;77;0
17;0;1;12;0
17;0;2;51;0
17;0;3;52;0
