Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;-4.023334493
0;Grundnutzen;2;2;-2.776782538
0;Grundnutzen;3;3;-1.600129028
0;Grundnutzen;4;4;0
0;Grundnutzen;5;5;-0.096355832
0;Grundnutzen;6;6;-0.6607483
1;lakt_prowoche_1bis3;1;1;2.7670983224
1;lakt_prowoche_1bis3;2;2;2.1994607881
1;lakt_prowoche_1bis3;3;3;1.2654059546
1;lakt_prowoche_1bis3;4;4;0
1;lakt_prowoche_1bis3;5;5;-0.940529329
1;lakt_prowoche_1bis3;6;6;-3.855595409
2;lakt_prowoche_4bis6;1;1;1.1229248813
2;lakt_prowoche_4bis6;2;2;1.0023767578
2;lakt_prowoche_4bis6;3;3;0.7656876224
2;lakt_prowoche_4bis6;4;4;0
2;lakt_prowoche_4bis6;5;5;-1.160411709
2;lakt_prowoche_4bis6;6;6;-2.311673617
3;lakt_prowoche_7bis10;1;1;-0.125452734
3;lakt_prowoche_7bis10;2;2;0.0731607312
3;lakt_prowoche_7bis10;3;3;0.2204026873
3;lakt_prowoche_7bis10;4;4;0
3;lakt_prowoche_7bis10;5;5;-0.84759392
3;lakt_prowoche_7bis10;6;6;-1.377782843
4;0;1;1;0
4;0;2;2;0
4;0;3;3;0
4;0;4;4;0
4;0;5;5;0
4;0;6;6;0
5;0;1;1;0
5;0;2;2;0
5;0;3;3;0
5;0;4;4;0
5;0;5;5;0
5;0;6;6;0
6;zeitbudget_work_ueber_kat2;1;1;-0.204277548
6;zeitbudget_work_ueber_kat2;2;2;-0.102852532
6;zeitbudget_work_ueber_kat2;3;3;0.0370522953
6;zeitbudget_work_ueber_kat2;4;4;0
6;zeitbudget_work_ueber_kat2;5;5;-0.23854792
6;zeitbudget_work_ueber_kat2;6;6;-0.74160201
7;0;1;1;0
7;0;2;2;0
7;0;3;3;0
7;0;4;4;0
7;0;5;5;0
7;0;6;6;0
8;0;1;1;0
8;0;2;2;0
8;0;3;3;0
8;0;4;4;0
8;0;5;5;0
8;0;6;6;0
9;0;1;1;0
9;0;2;2;0
9;0;3;3;0
9;0;4;4;0
9;0;5;5;0
9;0;6;6;0
10;beruf_vollzeit;1;1;-0.266069431
10;beruf_vollzeit;2;2;-0.181285617
10;beruf_vollzeit;3;3;-0.146692299
10;beruf_vollzeit;4;4;0
10;beruf_vollzeit;5;5;0.1314384198
10;beruf_vollzeit;6;6;0.2489214971
11;0;1;1;0
11;0;2;2;0
11;0;3;3;0
11;0;4;4;0
11;0;5;5;0
11;0;6;6;0
12;0;1;1;0
12;0;2;2;0
12;0;3;3;0
12;0;4;4;0
12;0;5;5;0
12;0;6;6;0
13;beruf_schueler;1;1;-0.821303974
13;beruf_schueler;2;2;-0.504422521
13;beruf_schueler;3;3;-0.285032402
13;beruf_schueler;4;4;0
13;beruf_schueler;5;5;0.3144471654
13;beruf_schueler;6;6;0.3127561798
14;beruf_azubi;1;1;-0.903384438
14;beruf_azubi;2;2;-0.8090382
14;beruf_azubi;3;3;-0.600324861
14;beruf_azubi;4;4;0
14;beruf_azubi;5;5;0.3093548217
14;beruf_azubi;6;6;0.3405997388
15;tagemit_lakt_1;1;1;5.3649732209
15;tagemit_lakt_1;2;2;3.6928728715
15;tagemit_lakt_1;3;3;1.9213216739
15;tagemit_lakt_1;4;4;0
15;tagemit_lakt_1;5;5;0.1348471319
15;tagemit_lakt_1;6;6;3.9467652451
16;tagemit_lakt_2;1;1;2.6146948714
16;tagemit_lakt_2;2;2;2.3432527756
16;tagemit_lakt_2;3;3;1.4467121091
16;tagemit_lakt_2;4;4;0
16;tagemit_lakt_2;5;5;-1.47516109
16;tagemit_lakt_2;6;6;1.4059484317
17;tagemit_lakt_3;1;1;1.0645987521
17;tagemit_lakt_3;2;2;1.4456239059
17;tagemit_lakt_3;3;3;1.0249157288
17;tagemit_lakt_3;4;4;0
17;tagemit_lakt_3;5;5;-1.318724264
17;tagemit_lakt_3;6;6;0.065401294
18;tagemit_lakt_4;1;1;0.5169918651
18;tagemit_lakt_4;2;2;0.938128548
18;tagemit_lakt_4;3;3;0.7045667992
18;tagemit_lakt_4;4;4;0
18;tagemit_lakt_4;5;5;-0.847666875
18;tagemit_lakt_4;6;6;-0.315920872
19;tagemit_lakt_5;1;1;-0.224090866
19;tagemit_lakt_5;2;2;0.1713040859
19;tagemit_lakt_5;3;3;0.186694328
19;tagemit_lakt_5;4;4;0
19;tagemit_lakt_5;5;5;-0.318015626
19;tagemit_lakt_5;6;6;-0.584921464
20;0;1;1;0
20;0;2;2;0
20;0;3;3;0
20;0;5;5;0
20;0;6;6;0
