Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;W;-1.698187574
0;Grundnutzen;2;E;-1.210233992
0;Grundnutzen;3;L;0
0;Grundnutzen;4;S;-0.289584004
0;Grundnutzen;5;T;-0.510155082
1;tourliegtvorhaupttour;1;W;0.2652479345
1;tourliegtvorhaupttour;2;E;-0.173475362
1;tourliegtvorhaupttour;3;L;0
1;tourliegtvorhaupttour;4;S;0.4684702931
1;tourliegtvorhaupttour;5;T;0.3259062145
2;tourliegtnachhaupttour;1;W;-0.032832381
2;tourliegtnachhaupttour;2;E;-1.250785849
2;tourliegtnachhaupttour;3;L;0
2;tourliegtnachhaupttour;4;S;-0.136798499
2;tourliegtnachhaupttour;5;T;0.3171044592
3;aktliegtvorhauptakt;1;W;0.828092352
3;aktliegtvorhauptakt;2;E;0.9231750373
3;aktliegtvorhauptakt;3;L;0
3;aktliegtvorhauptakt;4;S;-0.16131975
3;aktliegtvorhauptakt;5;T;0.5881427954
4;0;1;W;0
4;0;2;E;0
4;0;3;L;0
4;0;4;S;0
4;0;5;T;0
5;0;1;W;0
5;0;2;E;0
5;0;3;L;0
5;0;4;S;0
5;0;5;T;0
6;tourtyp_work;1;W;2.9159511993
6;tourtyp_work;2;E;1.1084837186
6;tourtyp_work;3;L;0
6;tourtyp_work;4;S;0.9678249294
6;tourtyp_work;5;T;1.013729881
7;tourtyp_education;1;W;1.4194578468
7;tourtyp_education;2;E;1.3120299456
7;tourtyp_education;3;L;0
7;tourtyp_education;4;S;0.6501198738
7;tourtyp_education;5;T;0.5671994819
8;tourtyp_shopping;1;W;1.0240880191
8;tourtyp_shopping;2;E;0.8789253469
8;tourtyp_shopping;3;L;0
8;tourtyp_shopping;4;S;1.7813934812
8;tourtyp_shopping;5;T;1.1928419128
9;tourtyp_transport;1;W;0.8937905358
9;tourtyp_transport;2;E;-0.155060596
9;tourtyp_transport;3;L;0
9;tourtyp_transport;4;S;1.1716522676
9;tourtyp_transport;5;T;1.3146302152
10;tag_fr;1;W;-0.24672465
10;tag_fr;2;E;-0.538392308
10;tag_fr;3;L;0
10;tag_fr;4;S;-0.002145965
10;tag_fr;5;T;-0.02639708
11;tag_sa;1;W;-1.438268784
11;tag_sa;2;E;-3.081312727
11;tag_sa;3;L;0
