Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
26;anzahl_transporttage0;3;L;0
26;anzahl_transporttage0;4;S;-0.092852777
26;anzahl_transporttage0;5;T;-16.99072531
27;0;1;W;0
27;0;2;E;0
27;0;3;L;0
27;0;4;S;0
27;0;5;T;0
28;0;1;W;0
28;0;2;E;0
28;0;3;L;0
28;0;4;S;0
28;0;5;T;0
29;anzahl_arbeitstage1;1;W;-0.938499808
29;anzahl_arbeitstage1;2;E;-0.275819633
29;anzahl_arbeitstage1;3;L;0
29;anzahl_arbeitstage1;4;S;-0.115020885
29;anzahl_arbeitstage1;5;T;0.0996143379
30;anzahl_bildungstage1;1;W;-0.305036828
30;anzahl_bildungstage1;2;E;-0.77645722
30;anzahl_bildungstage1;3;L;0
30;anzahl_bildungstage1;4;S;-0.145806902
30;anzahl_bildungstage1;5;T;-0.283576187
31;0;1;W;0
31;0;2;E;0
31;0;3;L;0
31;0;4;S;0
31;0;5;T;0
32;anzahl_shoppingtage1;1;W;0.1727914647
32;anzahl_shoppingtage1;2;E;-0.133469938
32;anzahl_shoppingtage1;3;L;0
32;anzahl_shoppingtage1;4;S;-1.194057055
32;anzahl_shoppingtage1;5;T;0.1897668928
33;anzahl_transporttage1;1;W;0.0593040729
33;anzahl_transporttage1;2;E;0.1841721432
33;anzahl_transporttage1;3;L;0
33;anzahl_transporttage1;4;S;-0.038674207
33;anzahl_transporttage1;5;T;-1.37963739
34;0;1;W;0
34;0;2;E;0
34;0;4;S;0
34;0;5;T;0
35;0;1;W;0
35;0;2;E;0
35;0;4;S;0
35;0;5;T;0
36;0;1;W;0
36;0;2;E;0
36;0;4;S;0
36;0;5;T;0
37;0;1;W;0
37;0;2;E;0
37;0;4;S;0
37;0;5;T;0
38;0;1;W;0
38;0;2;E;0
38;0;4;S;0
38;0;5;T;0
39;0;1;W;0
39;0;2;E;0
39;0;4;S;0
39;0;5;T;0
40;0;1;W;0
40;0;2;E;0
40;0;4;S;0
40;0;5;T;0
41;0;1;W;0
41;0;2;E;0
41;0;4;S;0
41;0;5;T;0
42;0;1;W;0
42;0;2;E;0
42;0;4;S;0
42;0;5;T;0
43;0;1;W;0
43;0;2;E;0
43;0;4;S;0
43;0;5;T;0
44;0;1;W;0
44;0;2;E;0
44;0;4;S;0
44;0;5;T;0
45;0;1;W;0
45;0;2;E;0
45;0;4;S;0
45;0;5;T;0
46;0;1;W;0
46;0;2;E;0
46;0;4;S;0
46;0;5;T;0
47;0;1;W;0
47;0;2;E;0
47;0;4;S;0
47;0;5;T;0
48;0;1;W;0
48;0;2;E;0
48;0;4;S;0
48;0;5;T;0
49;0;1;W;0
49;0;2;E;0
49;0;4;S;0
49;0;5;T;0
50;0;1;W;0
50;0;2;E;0
50;0;4;S;0
50;0;5;T;0
