Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;W;-1.750079425
0;Grundnutzen;2;E;-2.52713202
0;Grundnutzen;3;L;0
0;Grundnutzen;4;S;-0.577191071
0;Grundnutzen;5;T;-0.364816602
1;beruf_vollzeit;1;W;-0.969689938
1;beruf_vollzeit;2;E;0.5000271692
1;beruf_vollzeit;3;L;0
1;beruf_vollzeit;4;S;0.0428289607
1;beruf_vollzeit;5;T;0.4146396942
2;beruf_teilzeit;1;W;-1.365296271
2;beruf_teilzeit;2;E;0.4529030052
2;beruf_teilzeit;3;L;0
2;beruf_teilzeit;4;S;-0.004097731
2;beruf_teilzeit;5;T;0.5461903387
3;beruf_ohneerwerb;1;W;-0.173457767
3;beruf_ohneerwerb;2;E;-0.195898309
3;beruf_ohneerwerb;3;L;0
3;beruf_ohneerwerb;4;S;0.0147223894
3;beruf_ohneerwerb;5;T;0.5707983258
4;beruf_schueler;1;W;-0.336142591
4;beruf_schueler;2;E;-0.60082077
4;beruf_schueler;3;L;0
4;beruf_schueler;4;S;-0.235698132
4;beruf_schueler;5;T;0.0647913519
5;beruf_azubi;1;W;-0.753328389
5;beruf_azubi;2;E;-0.728263578
5;beruf_azubi;3;L;0
5;beruf_azubi;4;S;-0.280631769
5;beruf_azubi;5;T;0.0452719265
6;haupttour_work;1;W;1.1156827962
6;haupttour_work;2;E;0.7486284701
6;haupttour_work;3;L;0
6;haupttour_work;4;S;-0.40488714
6;haupttour_work;5;T;-0.288138938
7;haupttour_education;1;W;0.7884598054
7;haupttour_education;2;E;0.4766195469
7;haupttour_education;3;L;0
7;haupttour_education;4;S;-0.362156003
7;haupttour_education;5;T;-0.776608214
8;haupttour_shopping;1;W;0.1578022822
8;haupttour_shopping;2;E;0.3754369896
8;haupttour_shopping;3;L;0
8;haupttour_shopping;4;S;0.1575120383
8;haupttour_shopping;5;T;0.6827568076
9;haupttour_transport;1;W;-0.155464062
9;haupttour_transport;2;E;0.1499289119
9;haupttour_transport;3;L;0
9;haupttour_transport;4;S;0.2326980865
9;haupttour_transport;5;T;0.7680368088
10;tag_fr;1;W;-0.526320637
10;tag_fr;2;E;-0.710586121
10;tag_fr;3;L;0
10;tag_fr;4;S;0.079702015
10;tag_fr;5;T;-0.051797109
11;tag_sa;1;W;-1.366684139
11;tag_sa;2;E;-3.099112104
11;tag_sa;3;L;0
11;tag_sa;4;S;-0.046516697
11;tag_sa;5;T;-0.99602511
12;tag_so;1;W;-1.999659832
12;tag_so;2;E;-3.625583653
12;tag_so;3;L;0
12;tag_so;4;S;-2.065737128
12;tag_so;5;T;-1.214920283
13;0;1;W;0
13;0;2;E;0
13;0;3;L;0
13;0;4;S;0
13;0;5;T;0
14;0;1;W;0
14;0;2;E;0
14;0;3;L;0
14;0;4;S;0
14;0;5;T;0
15;tour1destages;1;W;0.8811735997
15;tour1destages;2;E;1.9136204465
15;tour1destages;3;L;0
15;tour1destages;4;S;1.147808679
15;tour1destages;5;T;0.1461212985
16;tour2destages;1;W;0.4392975787
16;tour2destages;2;E;0.6323456902
16;tour2destages;3;L;0
16;tour2destages;4;S;0.8920871371
16;tour2destages;5;T;0.1154899712
17;tour3destages;1;W;0.1968935839
17;tour3destages;2;E;0.1367637588
17;tour3destages;3;L;0
17;tour3destages;4;S;0.2870926618
17;tour3destages;5;T;0.0808097838
18;0;1;W;0
18;0;2;E;0
18;0;3;L;0
18;0;4;S;0
18;0;5;T;0
19;0;1;W;0
19;0;2;E;0
19;0;3;L;0
19;0;4;S;0
19;0;5;T;0
20;tourliegtvorhaupttour;1;W;0.9662711407
20;tourliegtvorhaupttour;2;E;0.2894947759
20;tourliegtvorhaupttour;3;L;0
20;tourliegtvorhaupttour;4;S;0.618304839
20;tourliegtvorhaupttour;5;T;0.6062591237
21;0;1;W;0
21;0;2;E;0
21;0;3;L;0
21;0;4;S;0
21;0;5;T;0
22;anzahl_arbeitstage0;1;W;-18.31699466
22;anzahl_arbeitstage0;2;E;-0.072821429
22;anzahl_arbeitstage0;3;L;0
22;anzahl_arbeitstage0;4;S;-0.200311266
22;anzahl_arbeitstage0;5;T;0.0341715869
23;anzahl_bildungstage0;1;W;-0.423443059
23;anzahl_bildungstage0;2;E;-18.05937064
23;anzahl_bildungstage0;3;L;0
23;anzahl_bildungstage0;4;S;-0.02248588
23;anzahl_bildungstage0;5;T;-0.05205844
24;0;1;W;0
24;0;2;E;0
24;0;3;L;0
24;0;4;S;0
24;0;5;T;0
25;anzahl_shoppingtage0;1;W;0.2598150346
25;anzahl_shoppingtage0;2;E;-0.340026183
25;anzahl_shoppingtage0;3;L;0
25;anzahl_shoppingtage0;4;S;-18.7611488
25;anzahl_shoppingtage0;5;T;0.350882139
26;anzahl_transporttage0;1;W;-0.011126274
26;anzahl_transporttage0;2;E;0.1225957882
