Slot;Anzahl
360;50
361;12
362;9
363;4
364;6
365;43
366;4
367;10
368;10
369;5
370;53
371;10
372;11
373;10
374;3
375;55
376;15
377;12
378;8
379;6
380;50
381;20
382;19
383;4
384;8
385;42
386;12
387;9
388;6
389;9
390;45
391;4
392;8
393;10
394;4
395;36
396;13
397;12
398;8
399;7
400;36
401;4
402;15
403;7
404;5
405;51
406;8
407;14
408;11
409;12
410;32
411;15
412;13
413;10
414;11
415;46
416;19
417;17
418;4
419;4
420;45
421;9
422;12
423;11
424;6
425;48
426;4
427;7
428;11
429;9
430;35
431;15
432;9
433;16
434;10
435;31
436;9
437;15
438;11
439;3
440;44
441;16
442;12
443;9
444;6
445;41
446;12
447;12
448;8
449;7
450;60
451;11
452;10
453;17
454;13
455;46
456;10
457;7
458;8
459;9
460;56
461;13
462;11
463;14
464;8
465;50
466;14
467;4
468;7
469;7
470;38
471;4
472;16
473;12
474;7
475;39
476;8
477;7
478;4
479;7
480;62
481;10
482;6
483;9
484;8
485;36
486;9
487;9
488;10
489;4
490;47
491;14
492;9
493;8
494;11
495;45
496;10
497;6
498;8
499;7
500;38
501;11
502;11
503;10
504;5
505;52
506;5
507;8
508;9
509;11
510;63
511;10
512;14
513;5
514;10
515;32
516;16
517;8
518;11
519;8
520;37
521;14
522;5
523;9
524;11
525;27
526;6
527;13
528;7
529;5
530;49
531;4
532;9
533;14
534;14
535;28
536;6
537;12
538;7
539;10
540;42
541;5
542;7
543;4
544;6
545;45
546;11
547;7
548;10
549;3
550;40
551;8
552;12
553;4
554;6
555;24
556;5
557;9
558;8
559;8
560;39
561;12
562;15
563;5
564;9
565;46
566;13
567;14
568;8
569;10
570;46
571;7
572;9
573;9
574;7
575;29
576;6
577;8
578;5
579;5
580;32
581;11
582;8
583;13
584;9
585;37
586;11
587;7
588;9
589;6
590;32
591;4
592;7
593;10
594;8
595;38
596;10
597;10
598;4
599;4
