Slot;Anzahl
840;1396
841;18
842;35
843;20
844;17
845;195
846;13
847;23
848;21
849;13
850;361
851;21
852;44
853;14
854;14
855;468
856;20
857;22
858;19
859;7
860;267
861;16
862;15
863;23
864;9
865;164
866;9
867;13
868;29
869;6
870;1161
871;15
872;23
873;16
874;20
875;170
876;28
877;27
878;23
879;12
880;273
881;9
882;28
883;16
884;12
885;561
886;19
887;18
888;30
889;10
890;367
891;17
892;32
893;20
894;18
895;178
896;8
897;17
898;26
899;14
