Slot;Anzahl
420;2517
421;68
422;167
423;134
424;100
425;847
426;110
427;82
428;132
429;84
430;1401
431;93
432;138
433;94
434;98
435;2046
436;89
437;80
438;133
439;43
440;1575
441;80
442;110
443;124
444;104
445;1025
446;84
447;88
448;156
449;63
450;3590
451;96
452;174
453;136
454;82
455;1069
456;89
457;93
458;113
459;65
460;1212
461;78
462;86
463;74
464;70
465;1783
466;75
467;87
468;102
469;71
470;1286
471;65
472;90
473;73
474;48
475;605
476;56
477;25
478;96
479;34
