Slot;Anzahl
480;443
481;33
482;48
483;51
484;41
485;303
486;38
487;40
488;43
489;29
490;369
491;29
492;66
493;40
494;33
495;449
496;29
497;42
498;48
499;33
500;354
501;37
502;55
503;50
504;27
505;346
506;27
507;45
508;49
509;31
510;572
511;29
512;51
513;49
514;35
515;415
516;45
517;57
518;64
519;40
520;462
521;34
522;56
523;63
524;33
525;541
526;36
527;58
528;54
529;39
530;443
531;42
532;59
533;52
534;34
535;349
536;47
537;45
538;45
539;44
