Slot;Anzahl
601;0
602;0
603;0
604;1
605;7
606;0
607;0
608;0
609;1
610;7
611;0
612;0
613;2
614;0
615;7
616;1
617;1
618;3
619;2
620;8
621;1
622;1
623;2
624;0
625;6
626;0
627;3
628;2
629;2
630;6
631;2
632;3
633;2
634;2
635;4
636;1
637;1
638;0
639;3
640;5
641;1
642;0
643;1
644;0
645;6
646;1
647;0
648;1
649;1
650;3
651;1
652;0
653;0
654;0
655;6
656;0
657;1
658;1
659;0
660;3
661;0
662;2
663;0
664;1
665;6
666;1
667;0
668;1
669;0
670;8
671;0
672;2
673;2
674;0
675;5
676;2
677;2
678;1
679;2
680;11
681;1
682;1
683;1
684;1
685;4
686;3
687;1
688;0
689;0
690;3
691;1
692;0
693;1
694;1
695;5
696;0
697;1
698;1
699;1
700;7
701;1
702;1
703;1
704;1
705;7
706;0
707;2
708;1
709;1
710;4
711;0
712;3
713;1
714;1
715;5
716;0
717;1
718;2
719;0
720;10
721;0
722;1
723;0
724;1
725;9
726;1
727;0
728;1
729;2
730;8
731;0
732;1
733;3
734;3
735;7
736;0
737;1
738;0
739;0
740;8
741;3
742;1
743;1
744;1
745;3
746;0
747;4
748;3
749;1
750;9
751;0
752;1
753;2
754;1
755;5
756;2
757;0
758;0
759;1
760;5
761;1
762;3
763;0
764;0
765;6
766;0
767;2
768;0
769;0
770;7
771;2
772;2
773;0
774;1
775;2
776;0
777;1
778;1
779;0
780;7
781;0
782;0
783;0
784;1
785;6
786;2
787;2
788;1
789;0
790;1
791;1
792;0
793;0
794;1
795;6
796;1
797;1
798;1
799;1
800;4
801;1
802;1
803;1
804;0
805;4
806;1
807;0
808;3
809;2
810;10
811;3
812;1
813;2
814;0
815;2
816;2
817;0
818;0
819;1
820;5
821;0
822;0
823;1
824;3
825;10
826;0
827;2
828;1
829;0
830;6
831;2
832;1
833;3
834;1
835;7
836;1
837;2
838;0
839;2
840;6
841;3
842;0
843;0
844;0
845;10
846;0
847;0
848;2
849;0
850;8
851;1
852;2
853;1
854;0
855;5
856;0
857;1
858;1
859;1
860;1
861;3
862;2
863;1
864;0
865;4
866;1
867;1
868;2
869;0
870;7
871;3
872;2
873;1
874;1
875;5
876;1
877;0
878;0
879;0
880;6
881;4
882;1
883;1
884;3
885;3
886;1
887;1
888;0
889;1
890;2
891;2
892;0
893;0
894;0
895;7
896;0
897;2
898;2
899;1
900;5
901;0
902;0
903;0
904;0
905;0
906;0
907;0
908;0
909;0
910;0
911;0
912;0
913;0
914;0
915;0
916;0
917;0
918;0
919;0
920;0
921;0
922;0
923;0
924;0
925;0
926;0
927;0
928;0
929;0
930;0
931;0
932;0
933;0
934;0
935;0
936;0
937;0
938;0
939;0
940;0
941;0
942;0
943;0
944;0
945;0
946;0
947;0
948;0
949;0
950;0
951;0
952;0
953;0
954;0
955;0
956;0
957;0
958;0
959;0
960;0
961;0
962;0
963;0
964;0
965;0
966;0
967;0
968;0
969;0
970;0
971;0
972;0
973;0
974;0
975;0
976;0
977;0
978;0
979;0
980;0
981;0
982;0
983;0
984;0
985;0
986;0
987;0
988;0
989;0
990;0
991;0
992;0
993;0
994;0
995;0
996;0
997;0
998;0
999;0
1000;0
1001;0
1002;0
1003;0
1004;0
1005;0
1006;0
1007;0
1008;0
1009;0
1010;0
1011;0
1012;0
1013;0
1014;0
1015;0
1016;0
1017;0
1018;0
1019;0
1020;0
1021;0
1022;0
1023;0
1024;0
1025;0
1026;0
1027;0
1028;0
1029;0
1030;0
1031;0
1032;0
1033;0
1034;0
1035;0
1036;0
1037;0
1038;0
1039;0
1040;0
1041;0
1042;0
1043;0
1044;0
1045;0
1046;0
1047;0
1048;0
1049;0
1050;0
1051;0
1052;0
1053;0
1054;0
1055;0
1056;0
1057;0
1058;0
1059;0
1060;0
1061;0
1062;0
1063;0
1064;0
1065;0
1066;0
1067;0
1068;0
1069;0
1070;0
1071;0
1072;0
1073;0
1074;0
1075;0
1076;0
1077;0
1078;0
1079;0
1080;0
1081;0
1082;0
1083;0
1084;0
1085;0
1086;0
1087;0
1088;0
1089;0
1090;0
1091;0
1092;0
1093;0
1094;0
1095;0
1096;0
1097;0
1098;0
1099;0
1100;0
1101;0
1102;0
1103;0
1104;0
1105;0
1106;0
1107;0
1108;0
1109;0
1110;0
1111;0
1112;0
1113;0
1114;0
1115;0
1116;0
1117;0
1118;0
1119;0
1120;0
1121;0
1122;0
1123;0
1124;0
1125;0
1126;0
1127;0
1128;0
1129;0
1130;0
1131;0
1132;0
1133;0
1134;0
1135;0
1136;0
1137;0
1138;0
1139;0
1140;0
1141;0
1142;0
1143;0
1144;0
1145;0
1146;0
1147;0
1148;0
1149;0
1150;0
1151;0
1152;0
1153;0
1154;0
1155;0
1156;0
1157;0
1158;0
1159;0
1160;0
1161;0
1162;0
1163;0
1164;0
1165;0
1166;0
1167;0
1168;0
1169;0
1170;0
1171;0
1172;0
1173;0
1174;0
1175;0
1176;0
1177;0
1178;0
1179;0
1180;0
1181;0
1182;0
1183;0
1184;0
1185;0
1186;0
1187;0
1188;0
1189;0
1190;0
1191;0
1192;0
1193;0
1194;0
1195;0
1196;0
1197;0
1198;0
1199;0
1200;0
