Slot;Anzahl
180;889
181;23
182;51
183;39
184;27
185;288
186;21
187;45
188;37
189;30
190;434
191;17
192;49
193;33
194;38
195;514
196;27
197;49
198;46
199;20
200;432
201;30
202;51
203;40
204;25
205;305
206;27
207;34
208;35
209;23
210;671
211;34
212;52
213;37
214;30
215;349
216;28
217;60
218;48
219;30
220;391
221;37
222;43
223;34
224;30
225;447
226;30
227;37
228;54
229;23
230;398
231;24
232;41
233;30
234;33
235;311
236;31
237;30
238;40
239;28
