Slot;Anzahl
960;1536
961;10
962;40
963;35
964;26
965;231
966;14
967;29
968;33
969;14
970;404
971;17
972;46
973;22
974;25
975;525
976;12
977;19
978;17
979;10
980;303
981;15
982;28
983;18
984;17
985;159
986;11
987;21
988;19
989;10
990;1008
991;20
992;29
993;23
994;15
995;175
996;20
997;20
998;23
999;7
1000;274
1001;16
1002;21
1003;18
1004;20
1005;574
1006;15
1007;24
1008;26
1009;14
1010;312
1011;15
1012;22
1013;12
1014;18
1015;156
1016;11
1017;18
1018;24
1019;8
