Slot;Anzahl
1140;829
1141;14
1142;15
1143;16
1144;12
1145;120
1146;4
1147;7
1148;15
1149;1
1150;207
1151;9
1152;17
1153;11
1154;13
1155;313
1156;9
1157;17
1158;6
1159;11
1160;229
1161;7
1162;8
1163;14
1164;12
1165;122
1166;11
1167;9
1168;11
1169;6
1170;555
1171;10
1172;13
1173;9
1174;8
1175;74
1176;6
1177;11
1178;4
1179;7
1180;171
1181;3
1182;11
1183;8
1184;7
1185;341
1186;11
1187;8
1188;15
1189;3
1190;207
1191;3
1192;16
1193;8
1194;7
1195;84
1196;7
1197;8
1198;13
1199;5
