Slot;Anzahl
180;709
181;28
182;38
183;46
184;26
185;334
186;22
187;40
188;39
189;33
190;406
191;22
192;49
193;23
194;32
195;372
196;21
197;26
198;33
199;15
200;334
201;19
202;39
203;32
204;17
205;254
206;27
207;30
208;46
209;16
210;495
211;17
212;35
213;21
214;14
215;220
216;19
217;24
218;31
219;23
220;253
221;11
222;26
223;31
224;12
225;276
226;17
227;22
228;21
229;11
230;239
231;15
232;29
233;22
234;12
235;193
236;22
237;25
238;27
239;22
