Slot;Anzahl
1501;0
1502;0
1503;0
1504;0
1505;4
1506;0
1507;0
1508;1
1509;2
1510;6
1511;1
1512;1
1513;2
1514;2
1515;7
1516;0
1517;1
1518;0
1519;1
1520;7
1521;0
1522;2
1523;1
1524;0
1525;6
1526;1
1527;0
1528;0
1529;1
1530;3
1531;2
1532;3
1533;0
1534;2
1535;11
1536;2
1537;0
1538;2
1539;0
1540;9
1541;1
1542;1
1543;1
1544;2
1545;3
1546;1
1547;0
1548;1
1549;2
1550;6
1551;0
1552;2
1553;1
1554;0
1555;3
1556;0
1557;0
1558;0
1559;1
1560;6
1561;2
1562;1
1563;2
1564;1
1565;4
1566;0
1567;2
1568;3
1569;2
1570;7
1571;2
1572;1
1573;1
1574;1
1575;8
1576;0
1577;3
1578;0
1579;2
1580;8
1581;1
1582;0
1583;0
1584;1
1585;4
1586;0
1587;1
1588;2
1589;0
1590;7
1591;0
1592;1
1593;3
1594;1
1595;4
1596;1
1597;1
1598;0
1599;2
1600;9
1601;2
1602;1
1603;1
1604;2
1605;7
1606;5
1607;1
1608;3
1609;1
1610;5
1611;3
1612;3
1613;3
1614;1
1615;7
1616;1
1617;1
1618;0
1619;1
1620;6
1621;2
1622;3
1623;1
1624;2
1625;6
1626;1
1627;2
1628;1
1629;1
1630;9
1631;2
1632;0
1633;0
1634;0
1635;7
1636;1
1637;1
1638;2
1639;2
1640;6
1641;2
1642;1
1643;3
1644;1
1645;5
1646;0
1647;3
1648;1
1649;1
1650;12
1651;2
1652;2
1653;1
1654;0
1655;6
1656;0
1657;1
1658;0
1659;1
1660;8
1661;0
1662;0
1663;0
1664;2
1665;5
1666;1
1667;0
1668;1
1669;1
1670;8
1671;3
1672;1
1673;1
1674;4
1675;15
1676;1
1677;0
1678;1
1679;0
1680;2
1681;0
1682;0
1683;0
1684;1
1685;7
1686;1
1687;0
1688;1
1689;3
1690;10
1691;0
1692;0
1693;2
1694;3
1695;6
1696;1
1697;1
1698;2
1699;1
1700;12
1701;0
1702;3
1703;0
1704;0
1705;11
1706;1
1707;2
1708;3
1709;3
1710;4
1711;0
1712;2
1713;0
1714;1
1715;10
1716;0
1717;2
1718;0
1719;0
1720;8
1721;1
1722;2
1723;4
1724;1
1725;13
1726;1
1727;1
1728;1
1729;1
1730;5
1731;0
1732;1
1733;0
1734;0
1735;11
1736;1
1737;0
1738;2
1739;0
1740;3
1741;0
1742;2
1743;2
1744;0
1745;4
1746;0
1747;1
1748;3
1749;2
1750;7
1751;0
1752;0
1753;0
1754;0
1755;4
1756;1
1757;5
1758;2
1759;4
1760;11
1761;1
1762;1
1763;1
1764;3
1765;9
1766;3
1767;0
1768;0
1769;1
1770;9
1771;1
1772;2
1773;1
1774;3
1775;8
1776;0
1777;0
1778;2
1779;3
1780;3
1781;1
1782;6
1783;0
1784;1
1785;4
1786;1
1787;3
1788;1
1789;3
1790;10
1791;0
1792;0
1793;1
1794;0
1795;5
1796;2
1797;2
1798;1
1799;3
1800;10
