Slot;Anzahl
1020;1412
1021;11
1022;19
1023;22
1024;22
1025;213
1026;17
1027;20
1028;20
1029;14
1030;335
1031;18
1032;31
1033;20
1034;29
1035;518
1036;15
1037;15
1038;21
1039;9
1040;268
1041;13
1042;15
1043;21
1044;13
1045;169
1046;16
1047;11
1048;29
1049;9
1050;1016
1051;5
1052;26
1053;14
1054;12
1055;145
1056;11
1057;17
1058;17
1059;2
1060;273
1061;12
1062;17
1063;13
1064;16
1065;534
1066;6
1067;16
1068;28
1069;20
1070;317
1071;10
1072;25
1073;14
1074;18
1075;183
1076;8
1077;14
1078;17
1079;4
