Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;-3.997779836
0;Grundnutzen;2;2;-2.764032851
0;Grundnutzen;3;3;-1.583459946
0;Grundnutzen;4;4;0
0;Grundnutzen;5;5;-0.087997804
0;Grundnutzen;6;6;-0.640297389
1;lakt_prowoche_1bis3;1;1;2.7690115215
1;lakt_prowoche_1bis3;2;2;2.2017161992
1;lakt_prowoche_1bis3;3;3;1.2681774281
1;lakt_prowoche_1bis3;4;4;0
1;lakt_prowoche_1bis3;5;5;-0.938601016
1;lakt_prowoche_1bis3;6;6;-3.852465942
2;lakt_prowoche_4bis6;1;1;1.1198347315
2;lakt_prowoche_4bis6;2;2;1.0016298754
2;lakt_prowoche_4bis6;3;3;0.7646533299
2;lakt_prowoche_4bis6;4;4;0
2;lakt_prowoche_4bis6;5;5;-1.160751591
2;lakt_prowoche_4bis6;6;6;-2.312395789
3;lakt_prowoche_7bis10;1;1;-0.119079835
3;lakt_prowoche_7bis10;2;2;0.0763109383
3;lakt_prowoche_7bis10;3;3;0.2247396385
3;lakt_prowoche_7bis10;4;4;0
3;lakt_prowoche_7bis10;5;5;-0.845471106
3;lakt_prowoche_7bis10;6;6;-1.371805694
4;0;1;1;0
4;0;2;2;0
4;0;3;3;0
4;0;4;4;0
4;0;5;5;0
4;0;6;6;0
5;0;1;1;0
5;0;2;2;0
5;0;3;3;0
5;0;4;4;0
5;0;5;5;0
5;0;6;6;0
6;zeitbudget_work_ueber_kat2;1;1;-0.123371218
6;zeitbudget_work_ueber_kat2;2;2;-0.062722138
6;zeitbudget_work_ueber_kat2;3;3;0.0891546029
6;zeitbudget_work_ueber_kat2;4;4;0
6;zeitbudget_work_ueber_kat2;5;5;-0.212853589
6;zeitbudget_work_ueber_kat2;6;6;-0.675294984
7;0;1;1;0
7;0;2;2;0
7;0;3;3;0
7;0;4;4;0
7;0;5;5;0
7;0;6;6;0
8;pendeln_0bis5km;1;1;-0.372548936
8;pendeln_0bis5km;2;2;-0.173098231
8;pendeln_0bis5km;3;3;-0.228406213
8;pendeln_0bis5km;4;4;0
8;pendeln_0bis5km;5;5;-0.111445244
8;pendeln_0bis5km;6;6;-0.31346036
9;0;1;1;0
9;0;2;2;0
9;0;3;3;0
9;0;4;4;0
9;0;5;5;0
9;0;6;6;0
10;beruf_vollzeit;1;1;-0.276912504
10;beruf_vollzeit;2;2;-0.186507947
10;beruf_vollzeit;3;3;-0.153315189
10;beruf_vollzeit;4;4;0
10;beruf_vollzeit;5;5;0.1297549035
10;beruf_vollzeit;6;6;0.2489975022
11;0;1;1;0
11;0;2;2;0
11;0;3;3;0
11;0;4;4;0
11;0;5;5;0
11;0;6;6;0
12;0;1;1;0
12;0;2;2;0
12;0;3;3;0
12;0;4;4;0
12;0;5;5;0
12;0;6;6;0
13;beruf_schueler;1;1;-0.704924155
13;beruf_schueler;2;2;-0.441304798
13;beruf_schueler;3;3;-0.204341569
13;beruf_schueler;4;4;0
13;beruf_schueler;5;5;0.3569830476
13;beruf_schueler;6;6;0.4311346476
14;beruf_azubi;1;1;-0.873452472
14;beruf_azubi;2;2;-0.794473833
14;beruf_azubi;3;3;-0.582995275
14;beruf_azubi;4;4;0
14;beruf_azubi;5;5;0.320896786
14;beruf_azubi;6;6;0.3806850931
15;tagemit_lakt_1;1;1;5.3710011423
15;tagemit_lakt_1;2;2;3.6941775605
15;tagemit_lakt_1;3;3;1.9228418869
15;tagemit_lakt_1;4;4;0
15;tagemit_lakt_1;5;5;0.1349410179
15;tagemit_lakt_1;6;6;3.948107142
16;tagemit_lakt_2;1;1;2.6176133268
16;tagemit_lakt_2;2;2;2.3421435889
16;tagemit_lakt_2;3;3;1.4454154443
16;tagemit_lakt_2;4;4;0
16;tagemit_lakt_2;5;5;-1.476969135
16;tagemit_lakt_2;6;6;1.3978419425
17;tagemit_lakt_3;1;1;1.0670085337
17;tagemit_lakt_3;2;2;1.4452977507
17;tagemit_lakt_3;3;3;1.0244505081
17;tagemit_lakt_3;4;4;0
17;tagemit_lakt_3;5;5;-1.319828707
17;tagemit_lakt_3;6;6;0.0612755161
18;tagemit_lakt_4;1;1;0.5287381147
18;tagemit_lakt_4;2;2;0.9431679558
18;tagemit_lakt_4;3;3;0.7110576986
18;tagemit_lakt_4;4;4;0
18;tagemit_lakt_4;5;5;-0.844913493
18;tagemit_lakt_4;6;6;-0.309750372
19;tagemit_lakt_5;1;1;-0.221424975
19;tagemit_lakt_5;2;2;0.1716285903
19;tagemit_lakt_5;3;3;0.1868860433
19;tagemit_lakt_5;4;4;0
19;tagemit_lakt_5;5;5;-0.318327285
19;tagemit_lakt_5;6;6;-0.586800361
20;0;1;1;0
20;0;2;2;0
20;0;3;3;0
20;0;5;5;0
20;0;6;6;0
