Slot;Anzahl
1020;465
1021;1
1022;8
1023;6
1024;5
1025;54
1026;5
1027;8
1028;7
1029;2
1030;100
1031;3
1032;13
1033;2
1034;4
1035;127
1036;5
1037;3
1038;3
1039;2
1040;79
1041;2
1042;5
1043;3
1044;2
1045;55
1046;3
1047;1
1048;9
1049;2
1050;248
1051;4
1052;9
1053;2
1054;6
1055;42
1056;1
1057;2
1058;4
1059;0
1060;66
1061;3
1062;6
1063;1
1064;1
1065;119
1066;8
1067;4
1068;3
1069;2
1070;66
1071;2
1072;7
1073;1
1074;5
1075;31
1076;3
1077;5
1078;3
1079;5
