Slot;Anzahl
601;0
602;0
603;0
604;0
605;0
606;0
607;0
608;0
609;0
610;0
611;0
612;0
613;0
614;0
615;0
616;0
617;0
618;0
619;0
620;0
621;0
622;0
623;0
624;0
625;0
626;0
627;0
628;0
629;0
630;0
631;0
632;0
633;0
634;0
635;0
636;0
637;0
638;0
639;0
640;0
641;0
642;0
643;0
644;0
645;0
646;0
647;0
648;0
649;0
650;0
651;0
652;0
653;0
654;0
655;0
656;0
657;0
658;0
659;0
660;0
661;0
662;0
663;0
664;0
665;0
666;0
667;0
668;0
669;0
670;0
671;0
672;0
673;0
674;0
675;0
676;0
677;0
678;0
679;0
680;0
681;0
682;0
683;0
684;0
685;0
686;0
687;0
688;0
689;0
690;0
691;0
692;0
693;0
694;0
695;0
696;0
697;0
698;0
699;0
700;0
701;0
702;0
703;0
704;0
705;0
706;0
707;0
708;0
709;0
710;0
711;0
712;0
713;0
714;0
715;0
716;0
717;0
718;0
719;0
720;0
721;0
722;0
723;0
724;0
725;0
726;0
727;0
728;0
729;0
730;0
731;0
732;0
733;0
734;0
735;0
736;0
737;0
738;0
739;0
740;0
741;0
742;0
743;0
744;0
745;0
746;0
747;0
748;0
749;0
750;0
751;0
752;0
753;0
754;0
755;0
756;0
757;0
758;0
759;0
760;0
761;0
762;0
763;0
764;0
765;0
766;0
767;0
768;0
769;0
770;0
771;0
772;0
773;0
774;0
775;0
776;0
777;0
778;0
779;0
780;0
781;0
782;0
783;0
784;0
785;0
786;0
787;0
788;0
789;0
790;0
791;0
792;0
793;0
794;0
795;0
796;0
797;0
798;0
799;0
800;0
801;0
802;0
803;0
804;0
805;0
806;0
807;0
808;0
809;0
810;0
811;0
812;0
813;0
814;0
815;0
816;0
817;0
818;0
819;0
820;0
821;0
822;0
823;0
824;0
825;0
826;0
827;0
828;0
829;0
830;0
831;0
832;0
833;0
834;0
835;0
836;0
837;0
838;0
839;0
840;0
841;0
842;0
843;0
844;0
845;0
846;0
847;0
848;0
849;0
850;0
851;0
852;0
853;0
854;0
855;0
856;0
857;0
858;0
859;0
860;0
861;0
862;0
863;0
864;0
865;0
866;0
867;0
868;0
869;0
870;0
871;0
872;0
873;0
874;0
875;0
876;0
877;0
878;0
879;0
880;0
881;0
882;0
883;0
884;0
885;0
886;0
887;0
888;0
889;0
890;0
891;0
892;0
893;0
894;0
895;0
896;0
897;0
898;0
899;0
900;0
901;2
902;1
903;1
904;0
905;3
906;1
907;3
908;1
909;0
910;2
911;0
912;0
913;2
914;1
915;6
916;0
917;1
918;0
919;1
920;7
921;1
922;2
923;1
924;2
925;7
926;0
927;1
928;2
929;0
930;6
931;1
932;2
933;1
934;1
935;5
936;1
937;1
938;2
939;0
940;6
941;0
942;3
943;1
944;1
945;4
946;2
947;0
948;1
949;1
950;4
951;1
952;1
953;1
954;0
955;4
956;1
957;1
958;2
959;1
960;8
961;0
962;0
963;3
964;0
965;4
966;0
967;2
968;0
969;0
970;1
971;2
972;2
973;1
974;1
975;2
976;1
977;0
978;0
979;1
980;5
981;0
982;0
983;2
984;2
985;5
986;2
987;0
988;0
989;2
990;12
991;2
992;3
993;1
994;2
995;6
996;0
997;0
998;0
999;2
1000;7
1001;1
1002;0
1003;1
1004;1
1005;7
1006;1
1007;0
1008;1
1009;0
1010;8
1011;1
1012;0
1013;2
1014;1
1015;6
1016;2
1017;0
1018;3
1019;0
1020;6
1021;1
1022;0
1023;1
1024;2
1025;10
1026;0
1027;5
1028;3
1029;0
1030;5
1031;2
1032;1
1033;1
1034;2
1035;1
1036;1
1037;0
1038;2
1039;3
1040;8
1041;0
1042;0
1043;1
1044;1
1045;11
1046;1
1047;1
1048;0
1049;0
1050;9
1051;0
1052;1
1053;1
1054;1
1055;6
1056;0
1057;4
1058;3
1059;1
1060;11
1061;1
1062;1
1063;0
1064;1
1065;7
1066;1
1067;0
1068;1
1069;0
1070;6
1071;0
1072;2
1073;0
1074;1
1075;7
1076;1
1077;3
1078;2
1079;0
1080;12
1081;1
1082;3
1083;0
1084;0
1085;12
1086;2
1087;2
1088;1
1089;1
1090;4
1091;1
1092;2
1093;4
1094;1
1095;6
1096;2
1097;1
1098;1
1099;2
1100;6
1101;1
1102;0
1103;1
1104;0
1105;11
1106;0
1107;2
1108;2
1109;4
1110;3
1111;1
1112;0
1113;2
1114;1
1115;8
1116;2
1117;2
1118;1
1119;1
1120;8
1121;1
1122;0
1123;1
1124;1
1125;6
1126;1
1127;2
1128;0
1129;3
1130;4
1131;1
1132;1
1133;1
1134;2
1135;8
1136;1
1137;0
1138;0
1139;2
1140;8
1141;3
1142;1
1143;3
1144;1
1145;8
1146;0
1147;0
1148;0
1149;0
1150;2
1151;1
1152;0
1153;2
1154;1
1155;6
1156;1
1157;1
1158;2
1159;0
1160;6
1161;2
1162;2
1163;1
1164;1
1165;9
1166;2
1167;0
1168;1
1169;0
1170;4
1171;0
1172;0
1173;1
1174;2
1175;5
1176;2
1177;0
1178;1
1179;0
1180;8
1181;1
1182;2
1183;1
1184;0
1185;7
1186;0
1187;1
1188;0
1189;2
1190;7
1191;1
1192;0
1193;0
1194;0
1195;5
1196;1
1197;0
1198;1
1199;1
1200;11
