Slot;Anzahl
540;228
541;2
542;14
543;12
544;4
545;45
546;4
547;8
548;4
549;4
550;88
551;3
552;9
553;6
554;4
555;126
556;4
557;4
558;7
559;3
560;79
561;6
562;10
563;3
564;8
565;43
566;2
567;4
568;7
569;4
570;318
571;5
572;15
573;6
574;3
575;53
576;9
577;3
578;5
579;2
580;94
581;3
582;10
583;8
584;4
585;185
586;5
587;6
588;6
589;4
590;103
591;6
592;7
593;5
594;7
595;61
596;7
597;4
598;6
599;3
600;469
601;3
602;15
603;9
604;7
605;89
606;7
607;5
608;7
609;3
610;118
611;7
612;11
613;7
614;7
615;191
616;6
617;9
618;10
619;3
620;147
621;10
622;7
623;7
624;8
625;52
626;3
627;2
628;8
629;9
630;359
631;7
632;10
633;5
634;5
635;64
636;6
637;6
638;9
639;3
640;93
641;5
642;5
643;5
644;2
645;195
646;9
647;7
648;8
649;7
650;121
651;4
652;6
653;9
654;4
655;61
656;9
657;5
658;7
659;1
