Slot;Anzahl
300;737
301;33
302;45
303;38
304;40
305;388
306;44
307;64
308;76
309;40
310;514
311;35
312;55
313;42
314;55
315;653
316;47
317;88
318;64
319;54
320;617
321;47
322;73
323;73
324;58
325;604
326;46
327;64
328;73
329;42
330;923
331;31
332;80
333;74
334;47
335;576
336;46
337;97
338;70
339;42
340;608
341;49
342;70
343;56
344;40
345;549
346;40
347;57
348;49
349;30
350;412
351;27
352;42
353;55
354;29
355;304
356;42
357;49
358;38
359;25
