Slot;Anzahl
1200;395
1201;5
1202;6
1203;16
1204;7
1205;49
1206;9
1207;3
1208;1
1209;2
1210;85
1211;3
1212;4
1213;8
1214;3
1215;132
1216;5
1217;3
1218;4
1219;1
1220;49
1221;2
1222;3
1223;3
1224;6
1225;27
1226;2
1227;1
1228;2
1229;1
1230;150
1231;6
1232;3
1233;4
1234;2
1235;19
1236;4
1237;2
1238;1
1239;3
1240;32
1241;3
1242;2
1243;3
1244;0
1245;58
1246;3
1247;4
1248;6
1249;0
1250;29
1251;2
1252;2
1253;1
1254;4
1255;17
1256;5
1257;0
1258;5
1259;2
1260;137
1261;1
1262;6
1263;1
1264;1
1265;13
1266;1
1267;4
1268;0
1269;2
1270;31
1271;0
1272;0
1273;0
1274;1
1275;44
1276;0
1277;4
1278;1
1279;3
1280;15
1281;2
1282;0
1283;0
1284;1
1285;12
1286;2
1287;0
1288;0
1289;1
1290;90
1291;0
1292;1
1293;2
1294;0
1295;11
1296;3
1297;1
1298;1
1299;0
1300;14
1301;5
1302;2
1303;4
1304;0
1305;35
1306;0
1307;0
1308;2
1309;0
1310;11
1311;0
1312;0
1313;0
1314;1
1315;2
1316;1
1317;1
1318;3
1319;0
1320;63
1321;0
1322;1
1323;2
1324;1
1325;7
1326;0
1327;1
1328;2
1329;0
1330;18
1331;1
1332;1
1333;1
1334;1
1335;25
1336;1
1337;0
1338;0
1339;0
1340;11
1341;0
1342;2
1343;0
1344;0
1345;3
1346;0
1347;0
1348;2
1349;0
1350;39
1351;1
1352;2
1353;1
1354;1
1355;3
1356;2
1357;0
1358;2
1359;1
1360;7
1361;1
1362;2
1363;1
1364;0
1365;6
1366;1
1367;0
1368;0
1369;0
1370;6
1371;0
1372;0
1373;1
1374;0
1375;1
1376;0
1377;1
1378;0
1379;0
1380;15
1381;0
1382;1
1383;0
1384;0
1385;9
1386;0
1387;1
1388;1
1389;0
1390;5
1391;0
1392;0
1393;0
1394;0
1395;6
1396;0
1397;0
1398;0
1399;0
1400;3
1401;2
1402;0
1403;0
1404;0
1405;2
1406;0
1407;0
1408;0
1409;0
1410;14
1411;0
1412;0
1413;0
1414;0
1415;1
1416;0
1417;0
1418;0
1419;0
1420;6
1421;1
1422;0
1423;1
1424;0
1425;1
1426;0
1427;0
1428;3
1429;0
1430;1
1431;0
1432;0
1433;0
1434;0
1435;1
1436;1
1437;3
1438;0
1439;0
