Slot;Anzahl
240;61
241;0
242;3
243;3
244;0
245;22
246;4
247;0
248;2
249;0
250;28
251;0
252;1
253;1
254;1
255;46
256;1
257;2
258;0
259;0
260;20
261;0
262;0
263;1
264;0
265;14
266;1
267;1
268;5
269;0
270;87
271;0
272;2
273;0
274;2
275;15
276;0
277;1
278;0
279;1
280;67
281;2
282;4
283;4
284;4
285;118
286;2
287;9
288;8
289;1
290;92
291;4
292;5
293;2
294;4
295;62
296;3
297;3
298;7
299;0
300;281
301;6
302;4
303;2
304;4
305;51
306;9
307;12
308;15
309;2
310;151
311;2
312;14
313;6
314;12
315;230
316;16
317;13
318;11
319;5
320;197
321;19
322;11
323;13
324;14
325;124
326;16
327;12
328;23
329;10
330;572
331;19
332;23
333;9
334;9
335;114
336;12
337;16
338;43
339;6
340;306
341;19
342;22
343;13
344;19
345;424
346;32
347;20
348;11
349;7
350;380
351;18
352;23
353;13
354;21
355;158
356;15
357;27
358;37
359;20
