Slot;Anzahl
420;396
421;17
422;45
423;38
424;22
425;228
426;31
427;30
428;33
429;30
430;290
431;33
432;36
433;28
434;22
435;351
436;25
437;29
438;33
439;21
440;292
441;25
442;31
443;36
444;24
445;233
446;32
447;37
448;26
449;27
450;434
451;27
452;46
453;25
454;27
455;226
456;28
457;39
458;34
459;34
460;286
461;23
462;32
463;27
464;24
465;361
466;18
467;29
468;37
469;23
470;279
471;23
472;34
473;28
474;18
475;247
476;27
477;39
478;47
479;25
