Slot;Anzahl
120;10
121;0
122;0
123;0
124;1
125;1
126;0
127;0
128;1
129;1
130;7
131;0
132;0
133;0
134;0
135;6
136;0
137;0
138;0
139;0
140;0
141;1
142;0
143;0
144;0
145;1
146;0
147;0
148;0
149;1
150;23
151;0
152;0
153;0
154;0
155;3
156;0
157;0
158;0
159;0
160;3
161;0
162;1
163;0
164;0
165;6
166;2
167;1
168;2
169;1
170;2
171;0
172;0
173;0
174;0
175;7
176;0
177;0
178;0
179;0
180;14
181;0
182;1
183;0
184;0
185;1
186;1
187;0
188;1
189;0
190;1
191;0
192;0
193;1
194;0
195;17
196;1
197;0
198;1
199;0
200;8
201;1
202;1
203;0
204;0
205;1
206;0
207;0
208;1
209;0
210;24
211;0
212;2
213;0
214;0
215;7
216;0
217;1
218;1
219;0
220;10
221;0
222;1
223;0
224;3
225;53
226;0
227;1
228;1
229;0
230;12
231;0
232;2
233;0
234;1
235;4
236;0
237;2
238;2
239;1
