Slot;Anzahl
180;34
181;1
182;3
183;2
184;3
185;23
186;3
187;7
188;9
189;1
190;33
191;5
192;3
193;7
194;1
195;22
196;1
197;3
198;4
199;2
200;32
201;3
202;3
203;1
204;4
205;14
206;2
207;2
208;4
209;0
210;35
211;3
212;5
213;3
214;5
215;11
216;1
217;2
218;4
219;5
220;18
221;2
222;3
223;3
224;2
225;21
226;3
227;3
228;2
229;0
230;15
231;4
232;6
233;1
234;1
235;19
236;2
237;2
238;3
239;2
