Slot;Anzahl
480;2766
481;44
482;93
483;92
484;47
485;597
486;46
487;67
488;63
489;41
490;945
491;46
492;88
493;52
494;59
495;1358
496;60
497;76
498;48
499;35
500;828
501;43
502;60
503;66
504;48
505;430
506;43
507;61
508;41
509;19
510;2557
511;30
512;90
513;38
514;36
515;446
516;60
517;61
518;58
519;25
520;687
521;34
522;67
523;54
524;36
525;1458
526;54
527;61
528;39
529;36
530;851
531;25
532;56
533;35
534;35
535;416
536;40
537;45
538;31
539;19
