Slot;Anzahl
660;2063
661;17
662;41
663;44
664;26
665;303
666;22
667;21
668;38
669;16
670;425
671;12
672;28
673;13
674;23
675;584
676;28
677;30
678;22
679;10
680;325
681;13
682;14
683;20
684;18
685;183
686;20
687;12
688;18
689;9
690;1152
691;16
692;34
693;19
694;25
695;136
696;22
697;17
698;24
699;11
700;198
701;14
702;23
703;25
704;15
705;456
706;8
707;21
708;26
709;5
710;254
711;4
712;21
713;17
714;10
715;134
716;9
717;13
718;13
719;8
720;924
721;10
722;22
723;24
724;20
725;162
726;8
727;25
728;22
729;6
730;253
731;13
732;9
733;19
734;18
735;353
736;11
737;19
738;18
739;6
740;164
741;17
742;17
743;13
744;9
745;98
746;4
747;17
748;15
749;6
750;714
751;12
752;23
753;10
754;16
755;99
756;15
757;11
758;12
759;10
760;153
761;10
762;12
763;17
764;3
765;285
766;7
767;12
768;12
769;9
770;193
771;4
772;15
773;9
774;3
775;86
776;11
777;11
778;14
779;14
