Bezeichnung_Parameter;Bezeichnung_Alternative;Wert_Parameter
Grundnutzen;1;7.3308
Grundnutzen;2;1.2732
Grundnutzen;3;-0.6735
Grundnutzen;4;0
Grundnutzen;5;-0.1449
Grundnutzen;6;1.7090
anzakt_woche_w;1;0.2824
anzakt_woche_w;2;0.2963
anzakt_woche_w;3;0.1956
anzakt_woche_w;4;0
anzakt_woche_w;5;0.00873
anzakt_woche_w;6;-0.4791
anzakt_woche_e;1;-1.1222
anzakt_woche_e;2;-0.2518
anzakt_woche_e;3;-0.0807
anzakt_woche_e;4;0
anzakt_woche_e;5;0.1256
anzakt_woche_e;6;0.0202
alter_10bis17;1;-3.0926
alter_10bis17;2;-1.2461
alter_10bis17;3;-0.4415
alter_10bis17;4;0
alter_10bis17;5;-0.0963
alter_10bis17;6;-0.7520
beruf_azubi;1;-1.1582
beruf_azubi;2;-0.0487
beruf_azubi;3;-0.0811
beruf_azubi;4;0
beruf_azubi;5;1.2008
beruf_azubi;6;2.7480
tagemit_eakt_2;1;6.7131
tagemit_eakt_2;2;10.0972
tagemit_eakt_2;3;-0.9664
tagemit_eakt_2;4;0
tagemit_eakt_2;5;-1.5017
tagemit_eakt_2;6;4.4675
tagemit_eakt_3;1;-0.1972
tagemit_eakt_3;2;3.9357
tagemit_eakt_3;3;3.9599
tagemit_eakt_3;4;0
tagemit_eakt_3;5;-1.1565
tagemit_eakt_3;6;-14.3348
tagemit_eakt_4;1;-4.7670
tagemit_eakt_4;2;0.2901
tagemit_eakt_4;3;1.7891
tagemit_eakt_4;4;0
tagemit_eakt_4;5;-1.6420
tagemit_eakt_4;6;-3.9791
tagemit_eakt_5;1;-5.3585
tagemit_eakt_5;2;-2.6143
tagemit_eakt_5;3;-0.1693
tagemit_eakt_5;4;0
tagemit_eakt_5;5;-0.7661
tagemit_eakt_5;6;-2.2662
