Slot;Anzahl
360;575
361;25
362;39
363;38
364;26
365;299
366;27
367;32
368;46
369;35
370;342
371;33
372;43
373;42
374;28
375;397
376;32
377;34
378;37
379;26
380;310
381;23
382;29
383;51
384;18
385;253
386;29
387;32
388;31
389;26
390;425
391;27
392;33
393;37
394;25
395;226
396;23
397;39
398;40
399;20
400;291
401;23
402;34
403;29
404;38
405;320
406;23
407;24
408;35
409;19
410;248
411;18
412;30
413;23
414;20
415;234
416;18
417;25
418;32
419;18
