Slot;Anzahl
120;167
121;31
122;30
123;32
124;25
125;117
126;33
127;39
128;30
129;30
130;134
131;32
132;32
133;27
134;23
135;128
136;43
137;31
138;30
139;34
140;119
141;30
142;32
143;25
144;16
145;128
146;27
147;22
148;26
149;27
150;134
151;31
152;29
153;34
154;31
155;108
156;27
157;35
158;29
159;23
160;99
161;29
162;32
163;32
164;27
165;111
166;35
167;29
168;25
169;26
170;107
171;30
172;28
173;21
174;23
175;108
176;25
177;26
178;31
179;23
180;117
181;33
182;31
183;21
184;13
185;103
186;28
187;25
188;34
189;23
190;109
191;28
192;28
193;23
194;28
195;81
196;17
197;24
198;18
199;13
200;111
201;26
202;16
203;21
204;12
205;70
206;18
207;21
208;10
209;18
210;104
211;27
212;23
213;21
214;17
215;96
216;28
217;20
218;14
219;13
220;91
221;17
222;25
223;16
224;18
225;84
226;19
227;26
228;18
229;12
230;92
231;19
232;17
233;19
234;9
235;87
236;17
237;22
238;18
239;19
