Slot;Anzahl;Anzahl_Sum;relativer_Anteil;relativer_Anteil_Sum
540;21;21;0.0777777778;0.0777777778
541;0;21;0;0.0777777778
542;2;23;0.0074074074;0.0851851852
543;3;26;0.0111111111;0.0962962963
544;2;28;0.0074074074;0.1037037037
545;17;45;0.062962963;0.1666666667
546;2;47;0.0074074074;0.1740740741
547;3;50;0.0111111111;0.1851851852
548;3;53;0.0111111111;0.1962962963
549;2;55;0.0074074074;0.2037037037
550;16;71;0.0592592593;0.262962963
551;2;73;0.0074074074;0.2703703704
552;1;74;0.0037037037;0.2740740741
553;3;77;0.0111111111;0.2851851852
554;3;80;0.0111111111;0.2962962963
555;29;109;0.1074074074;0.4037037037
556;3;112;0.0111111111;0.4148148148
557;3;115;0.0111111111;0.4259259259
558;7;122;0.0259259259;0.4518518519
559;4;126;0.0148148148;0.4666666667
560;24;150;0.0888888889;0.5555555556
561;2;152;0.0074074074;0.562962963
562;1;153;0.0037037037;0.5666666667
563;3;156;0.0111111111;0.5777777778
564;2;158;0.0074074074;0.5851851852
565;12;170;0.0444444444;0.6296296296
566;1;171;0.0037037037;0.6333333333
567;1;172;0.0037037037;0.637037037
568;2;174;0.0074074074;0.6444444444
569;0;174;0;0.6444444444
570;16;190;0.0592592593;0.7037037037
571;3;193;0.0111111111;0.7148148148
572;2;195;0.0074074074;0.7222222222
573;3;198;0.0111111111;0.7333333333
574;0;198;0;0.7333333333
575;5;203;0.0185185185;0.7518518519
576;1;204;0.0037037037;0.7555555556
577;3;207;0.0111111111;0.7666666667
578;3;210;0.0111111111;0.7777777778
579;2;212;0.0074074074;0.7851851852
580;12;224;0.0444444444;0.8296296296
581;0;224;0;0.8296296296
582;4;228;0.0148148148;0.8444444444
583;0;228;0;0.8444444444
584;1;229;0.0037037037;0.8481481481
585;11;240;0.0407407407;0.8888888889
586;0;240;0;0.8888888889
587;0;240;0;0.8888888889
588;0;240;0;0.8888888889
589;0;240;0;0.8888888889
590;14;254;0.0518518519;0.9407407407
591;4;258;0.0148148148;0.9555555556
592;0;258;0;0.9555555556
593;1;259;0.0037037037;0.9592592593
594;0;259;0;0.9592592593
595;7;266;0.0259259259;0.9851851852
596;0;266;0;0.9851851852
597;2;268;0.0074074074;0.9925925926
598;1;269;0.0037037037;0.9962962963
599;1;270;0.0037037037;1
