Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;7.3307921166
0;Grundnutzen;2;2;1.2732134811
0;Grundnutzen;3;3;-0.673490993
0;Grundnutzen;4;4;0
0;Grundnutzen;5;5;-0.144908028
0;Grundnutzen;6;6;1.7089762486
1;anzakt_woche_w;1;1;0.2823956105
1;anzakt_woche_w;2;2;0.2963384239
1;anzakt_woche_w;3;3;0.1955768318
1;anzakt_woche_w;4;4;0
1;anzakt_woche_w;5;5;0.00872977
1;anzakt_woche_w;6;6;-0.479065846
2;anzakt_woche_e;1;1;-1.122188911
2;anzakt_woche_e;2;2;-0.251813096
2;anzakt_woche_e;3;3;-0.080661843
2;anzakt_woche_e;4;4;0
2;anzakt_woche_e;5;5;0.12559782
2;anzakt_woche_e;6;6;0.020213397
3;0;1;1;0
3;0;2;2;0
3;0;3;3;0
3;0;4;4;0
3;0;5;5;0
3;0;6;6;0
4;0;1;1;0
4;0;2;2;0
4;0;3;3;0
4;0;4;4;0
4;0;5;5;0
4;0;6;6;0
5;0;1;1;0
5;0;2;2;0
5;0;3;3;0
5;0;4;4;0
5;0;5;5;0
5;0;6;6;0
6;0;1;1;0
6;0;2;2;0
6;0;3;3;0
6;0;4;4;0
6;0;5;5;0
6;0;6;6;0
7;0;1;1;0
7;0;2;2;0
7;0;3;3;0
7;0;4;4;0
7;0;5;5;0
7;0;6;6;0
8;0;1;1;0
8;0;2;2;0
8;0;3;3;0
8;0;4;4;0
8;0;5;5;0
8;0;6;6;0
9;alter_10bis17;1;1;-3.092576149
9;alter_10bis17;2;2;-1.246090866
9;alter_10bis17;3;3;-0.441455709
9;alter_10bis17;4;4;0
9;alter_10bis17;5;5;-0.09632844
9;alter_10bis17;6;6;-0.75197313
10;0;1;1;0
10;0;2;2;0
10;0;3;3;0
10;0;4;4;0
10;0;5;5;0
10;0;6;6;0
11;0;1;1;0
11;0;2;2;0
11;0;3;3;0
11;0;4;4;0
11;0;5;5;0
11;0;6;6;0
12;0;1;1;0
12;0;2;2;0
12;0;3;3;0
12;0;4;4;0
12;0;5;5;0
12;0;6;6;0
13;0;1;1;0
13;0;2;2;0
13;0;3;3;0
13;0;4;4;0
13;0;5;5;0
13;0;6;6;0
14;beruf_azubi;1;1;-1.158191219
14;beruf_azubi;2;2;-0.048699977
14;beruf_azubi;3;3;-0.081101176
14;beruf_azubi;4;4;0
14;beruf_azubi;5;5;1.2008181428
14;beruf_azubi;6;6;2.7480329834
15;0;1;1;0
15;0;2;2;0
15;0;3;3;0
15;0;4;4;0
15;0;5;5;0
15;0;6;6;0
16;tagemit_eakt_2;1;1;6.7130773622
16;tagemit_eakt_2;2;2;10.09715194
16;tagemit_eakt_2;3;3;-0.966398882
16;tagemit_eakt_2;4;4;0
16;tagemit_eakt_2;5;5;-1.501725136
16;tagemit_eakt_2;6;6;4.467537135
17;tagemit_eakt_3;1;1;-0.197180465
17;tagemit_eakt_3;2;2;3.9356581628
17;tagemit_eakt_3;3;3;3.9599381008
17;tagemit_eakt_3;4;4;0
17;tagemit_eakt_3;5;5;-1.156474433
17;tagemit_eakt_3;6;6;-14.33475222
18;tagemit_eakt_4;1;1;-4.767009542
18;tagemit_eakt_4;2;2;0.2901292087
18;tagemit_eakt_4;3;3;1.7890617375
18;tagemit_eakt_4;4;4;0
18;tagemit_eakt_4;5;5;-1.642025524
18;tagemit_eakt_4;6;6;-3.9790609
19;tagemit_eakt_5;1;1;-5.358491044
19;tagemit_eakt_5;2;2;-2.614266714
19;tagemit_eakt_5;3;3;-0.169270878
19;tagemit_eakt_5;4;4;0
19;tagemit_eakt_5;5;5;-0.766138663
19;tagemit_eakt_5;6;6;-2.266218059
20;0;1;1;0
20;0;2;2;0
20;0;3;3;0
20;0;5;5;0
20;0;6;6;0
