Slot;Anzahl
660;41
661;3
662;2
663;1
664;0
665;9
666;0
667;1
668;1
669;2
670;23
671;0
672;3
673;0
674;1
675;24
676;1
677;2
678;1
679;1
680;22
681;0
682;2
683;0
684;1
685;10
686;1
687;0
688;1
689;0
690;53
691;2
692;2
693;3
694;2
695;17
696;1
697;2
698;4
699;1
700;21
701;2
702;1
703;2
704;0
705;33
706;2
707;2
708;2
709;2
710;25
711;0
712;1
713;3
714;2
715;15
716;0
717;3
718;3
719;0
720;53
721;1
722;4
723;1
724;1
725;20
726;0
727;1
728;3
729;0
730;39
731;3
732;0
733;4
734;2
735;50
736;5
737;4
738;4
739;0
740;21
741;0
742;3
743;1
744;1
745;26
746;2
747;4
748;5
749;1
750;57
751;3
752;3
753;2
754;0
755;18
756;2
757;3
758;1
759;1
760;21
761;1
762;1
763;1
764;2
765;45
766;1
767;2
768;6
769;1
770;38
771;3
772;3
773;3
774;4
775;23
776;3
777;3
778;7
779;0
