Slot;Anzahl
600;3305
601;24
602;43
603;46
604;35
605;508
606;23
607;46
608;40
609;23
610;583
611;21
612;82
613;28
614;39
615;1114
616;40
617;38
618;31
619;15
620;532
621;31
622;43
623;30
624;27
625;270
626;15
627;24
628;38
629;13
630;1905
631;33
632;55
633;32
634;27
635;286
636;32
637;22
638;25
639;13
640;382
641;15
642;34
643;28
644;26
645;750
646;20
647;33
648;35
649;13
650;444
651;13
652;26
653;25
654;17
655;225
656;18
657;31
658;39
659;12
