Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;yes;0
0;Grundnutzen;2;no;0.3709232495
1;aktzweck_work;1;yes;0
1;aktzweck_work;2;no;-0.560979321
2;aktzweck_education;1;yes;0
2;aktzweck_education;2;no;-0.777097651
3;0;1;yes;0
3;0;2;no;0
4;0;1;yes;0
4;0;2;no;0
5;0;1;yes;0
5;0;2;no;0
6;anzaktwieanztagemitzweck;1;yes;0
6;anzaktwieanztagemitzweck;2;no;-0.851497485
7;0;1;yes;0
7;0;2;no;0
8;beruf_vollzeit;1;yes;0
8;beruf_vollzeit;2;no;0.0500377153
9;beruf_teilzeit;1;yes;0
9;beruf_teilzeit;2;no;-0.115240566
10;0;1;yes;0
10;0;2;no;0
11;0;1;yes;0
11;0;2;no;0
12;taghat1akt;1;yes;0
12;taghat1akt;2;no;-0.378341623
13;taghat2akt;1;yes;0
13;taghat2akt;2;no;-0.270126102
14;taghat3akt;1;yes;0
14;taghat3akt;2;no;-0.139613692
15;0;1;yes;0
15;0;2;no;0
16;taghat1tour;1;yes;0
16;taghat1tour;2;no;0.3029663882
17;taghat2touren;1;yes;0
17;taghat2touren;2;no;0.0731740839
18;0;1;yes;0
18;0;2;no;0
19;tag_sa;1;yes;0
19;tag_sa;2;no;0.3698528035
20;tag_so;1;yes;0
20;tag_so;2;no;0.3026641332
21;0;1;yes;0
21;0;2;no;0
22;mittl_zeit_akt_1bis14min;1;yes;0
22;mittl_zeit_akt_1bis14min;2;no;-1.519818959
23;mittl_zeit_akt_15bis29min;1;yes;0
23;mittl_zeit_akt_15bis29min;2;no;-1.352652535
24;mittl_zeit_akt_30bis59min;1;yes;0
24;mittl_zeit_akt_30bis59min;2;no;-0.478189565
25;mittl_zeit_akt_60bis119min;1;yes;0
25;mittl_zeit_akt_60bis119min;2;no;-0.381263509
26;mittl_zeit_akt_120bis179min;1;yes;0
26;mittl_zeit_akt_120bis179min;2;no;0.0175214229
27;mittl_zeit_akt_180bis239min;1;yes;0
27;mittl_zeit_akt_180bis239min;2;no;0.6226610094
28;mittl_zeit_akt_240bis299min;1;yes;0
28;mittl_zeit_akt_240bis299min;2;no;0.5605877766
29;mittl_zeit_akt_300bis359min;1;yes;0
29;mittl_zeit_akt_300bis359min;2;no;0.685606335
30;mittl_zeit_akt_360bis419min;1;yes;0
30;mittl_zeit_akt_360bis419min;2;no;0.7753475009
31;mittl_zeit_akt_420bis479min;1;yes;0
31;mittl_zeit_akt_420bis479min;2;no;0.7963196834
32;0;1;yes;0
32;0;2;no;0
33;0;1;yes;0
33;0;2;no;0
34;tourhat1akt;1;yes;0
34;tourhat1akt;2;no;-0.777422341
35;tourhat2akt;1;yes;0
35;tourhat2akt;2;no;-0.588914192
36;tourhat3akt;1;yes;0
36;tourhat3akt;2;no;-0.36652265
37;0;2;no;0
38;0;2;no;0
39;0;2;no;0
40;0;2;no;0
41;0;2;no;0
42;0;2;no;0
43;0;2;no;0
44;0;2;no;0
45;0;2;no;0
46;0;2;no;0
47;0;2;no;0
48;0;2;no;0
49;0;2;no;0
50;0;2;no;0
