Slot;Anzahl
540;3117
541;34
542;56
543;56
544;52
545;495
546;39
547;54
548;48
549;24
550;913
551;32
552;66
553;48
554;45
555;1215
556;37
557;58
558;56
559;12
560;663
561;28
562;51
563;29
564;33
565;387
566;29
567;41
568;42
569;19
570;2627
571;38
572;71
573;47
574;46
575;387
576;51
577;51
578;43
579;9
580;584
581;28
582;48
583;38
584;36
585;1231
586;31
587;37
588;48
589;17
590;728
591;25
592;33
593;28
594;29
595;320
596;34
597;26
598;54
599;14
