Slot;Anzahl;Anzahl_Sum;relativer_Anteil;relativer_Anteil_Sum
1801;0;0;0;0
1802;1;1;0.0019193858;0.0019193858
1803;1;2;0.0019193858;0.0038387716
1804;0;2;0;0.0038387716
1805;4;6;0.0076775432;0.0115163148
1806;2;8;0.0038387716;0.0153550864
1807;3;11;0.0057581574;0.0211132438
1808;1;12;0.0019193858;0.0230326296
1809;2;14;0.0038387716;0.0268714012
1810;9;23;0.0172744722;0.0441458733
1811;1;24;0.0019193858;0.0460652591
1812;2;26;0.0038387716;0.0499040307
1813;2;28;0.0038387716;0.0537428023
1814;0;28;0;0.0537428023
1815;4;32;0.0076775432;0.0614203455
1816;2;34;0.0038387716;0.0652591171
1817;1;35;0.0019193858;0.0671785029
1818;2;37;0.0038387716;0.0710172745
1819;2;39;0.0038387716;0.0748560461
1820;7;46;0.0134357006;0.0882917466
1821;1;47;0.0019193858;0.0902111324
1822;0;47;0;0.0902111324
1823;1;48;0.0019193858;0.0921305182
1824;0;48;0;0.0921305182
1825;5;53;0.009596929;0.1017274472
1826;1;54;0.0019193858;0.103646833
1827;2;56;0.0038387716;0.1074856046
1828;0;56;0;0.1074856046
1829;1;57;0.0019193858;0.1094049904
1830;3;60;0.0057581574;0.1151631478
1831;1;61;0.0019193858;0.1170825336
1832;1;62;0.0019193858;0.1190019194
1833;3;65;0.0057581574;0.1247600768
1834;2;67;0.0038387716;0.1285988484
1835;5;72;0.009596929;0.1381957774
1836;1;73;0.0019193858;0.1401151631
1837;1;74;0.0019193858;0.1420345489
1838;3;77;0.0057581574;0.1477927063
1839;3;80;0.0057581574;0.1535508637
1840;9;89;0.0172744722;0.1708253359
1841;0;89;0;0.1708253359
1842;0;89;0;0.1708253359
1843;1;90;0.0019193858;0.1727447217
1844;1;91;0.0019193858;0.1746641075
1845;1;92;0.0019193858;0.1765834933
1846;1;93;0.0019193858;0.1785028791
1847;0;93;0;0.1785028791
1848;1;94;0.0019193858;0.1804222649
1849;0;94;0;0.1804222649
1850;8;102;0.0153550864;0.1957773512
1851;0;102;0;0.1957773512
1852;2;104;0.0038387716;0.1996161228
1853;1;105;0.0019193858;0.2015355086
1854;0;105;0;0.2015355086
1855;6;111;0.0115163148;0.2130518234
1856;0;111;0;0.2130518234
1857;1;112;0.0019193858;0.2149712092
1858;1;113;0.0019193858;0.216890595
1859;2;115;0.0038387716;0.2207293666
1860;6;121;0.0115163148;0.2322456814
1861;0;121;0;0.2322456814
1862;2;123;0.0038387716;0.236084453
1863;0;123;0;0.236084453
1864;2;125;0.0038387716;0.2399232246
1865;5;130;0.009596929;0.2495201536
1866;1;131;0.0019193858;0.2514395393
1867;3;134;0.0057581574;0.2571976967
1868;2;136;0.0038387716;0.2610364683
1869;0;136;0;0.2610364683
1870;6;142;0.0115163148;0.2725527831
1871;1;143;0.0019193858;0.2744721689
1872;2;145;0.0038387716;0.2783109405
1873;1;146;0.0019193858;0.2802303263
1874;1;147;0.0019193858;0.2821497121
1875;7;154;0.0134357006;0.2955854127
1876;0;154;0;0.2955854127
1877;1;155;0.0019193858;0.2975047985
1878;1;156;0.0019193858;0.2994241843
1879;1;157;0.0019193858;0.3013435701
1880;2;159;0.0038387716;0.3051823417
1881;2;161;0.0038387716;0.3090211132
1882;4;165;0.0076775432;0.3166986564
1883;0;165;0;0.3166986564
1884;1;166;0.0019193858;0.3186180422
1885;2;168;0.0038387716;0.3224568138
1886;2;170;0.0038387716;0.3262955854
1887;1;171;0.0019193858;0.3282149712
1888;1;172;0.0019193858;0.330134357
1889;1;173;0.0019193858;0.3320537428
1890;5;178;0.009596929;0.3416506718
1891;1;179;0.0019193858;0.3435700576
1892;4;183;0.0076775432;0.3512476008
1893;1;184;0.0019193858;0.3531669866
1894;1;185;0.0019193858;0.3550863724
1895;4;189;0.0076775432;0.3627639155
1896;1;190;0.0019193858;0.3646833013
1897;0;190;0;0.3646833013
1898;1;191;0.0019193858;0.3666026871
1899;0;191;0;0.3666026871
1900;8;199;0.0153550864;0.3819577735
1901;0;199;0;0.3819577735
1902;0;199;0;0.3819577735
1903;2;201;0.0038387716;0.3857965451
1904;2;203;0.0038387716;0.3896353167
1905;6;209;0.0115163148;0.4011516315
1906;1;210;0.0019193858;0.4030710173
1907;1;211;0.0019193858;0.4049904031
1908;1;212;0.0019193858;0.4069097889
1909;1;213;0.0019193858;0.4088291747
1910;4;217;0.0076775432;0.4165067179
1911;0;217;0;0.4165067179
1912;0;217;0;0.4165067179
1913;2;219;0.0038387716;0.4203454894
1914;1;220;0.0019193858;0.4222648752
1915;5;225;0.009596929;0.4318618042
1916;1;226;0.0019193858;0.43378119
1917;0;226;0;0.43378119
1918;1;227;0.0019193858;0.4357005758
1919;1;228;0.0019193858;0.4376199616
