Slot;Anzahl
1200;189
1201;5
1202;4
1203;6
1204;2
1205;40
1206;1
1207;1
1208;1
1209;4
1210;54
1211;0
1212;6
1213;2
1214;7
1215;85
1216;5
1217;3
1218;5
1219;2
1220;33
1221;4
1222;1
1223;3
1224;0
1225;27
1226;1
1227;0
1228;2
1229;1
1230;98
1231;0
1232;1
1233;1
1234;0
1235;20
1236;1
1237;1
1238;0
1239;0
1240;15
1241;4
1242;0
1243;2
1244;1
1245;36
1246;0
1247;1
1248;2
1249;1
1250;14
1251;0
1252;2
1253;0
1254;1
1255;16
1256;0
1257;0
1258;2
1259;0
1260;87
1261;0
1262;2
1263;3
1264;3
1265;15
1266;1
1267;1
1268;4
1269;2
1270;14
1271;0
1272;0
1273;0
1274;1
1275;31
1276;0
1277;2
1278;0
1279;1
1280;10
1281;1
1282;2
1283;1
1284;0
1285;13
1286;0
1287;1
1288;2
1289;0
1290;47
1291;0
1292;3
1293;3
1294;0
1295;9
1296;0
1297;0
1298;1
1299;0
1300;6
1301;1
1302;0
1303;0
1304;0
1305;28
1306;0
1307;0
1308;4
1309;1
1310;20
1311;1
1312;0
1313;1
1314;0
1315;4
1316;0
1317;0
1318;0
1319;0
1320;49
1321;0
1322;3
1323;3
1324;0
1325;8
1326;1
1327;0
1328;0
1329;0
1330;20
1331;0
1332;2
1333;1
1334;0
1335;17
1336;1
1337;1
1338;1
1339;0
1340;13
1341;0
1342;0
1343;0
1344;0
1345;1
1346;0
1347;0
1348;1
1349;0
1350;34
1351;1
1352;2
1353;0
1354;0
1355;5
1356;0
1357;1
1358;2
1359;1
1360;6
1361;0
1362;1
1363;0
1364;0
1365;12
1366;0
1367;0
1368;0
1369;0
1370;5
1371;0
1372;0
1373;0
1374;0
1375;1
1376;0
1377;0
1378;0
1379;0
1380;26
1381;0
1382;0
1383;0
1384;0
1385;6
1386;0
1387;1
1388;0
1389;0
1390;6
1391;1
1392;0
1393;0
1394;1
1395;8
1396;1
1397;2
1398;1
1399;0
1400;3
1401;0
1402;1
1403;0
1404;0
1405;1
1406;0
1407;0
1408;0
1409;1
1410;10
1411;0
1412;0
1413;0
1414;0
1415;2
1416;0
1417;0
1418;1
1419;0
1420;2
1421;0
1422;1
1423;0
1424;0
1425;3
1426;0
1427;0
1428;0
1429;0
1430;3
1431;1
1432;0
1433;0
1434;0
1435;3
1436;0
1437;0
1438;0
1439;0
