Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
0;Grundnutzen;1;1;1.6916759635
0;Grundnutzen;2;2;-0.314475961
0;Grundnutzen;3;3;1.4785418365
0;Grundnutzen;4;4;-0.392525265
0;Grundnutzen;5;5;1.5405717074
0;Grundnutzen;6;6;1.3176737939
0;Grundnutzen;7;7;0
0;Grundnutzen;8;8;1.3474499643
0;Grundnutzen;9;9;3.703370824
1;anzakt_woche_w;1;1;0.028039065
1;anzakt_woche_w;2;2;0.0573825749
1;anzakt_woche_w;3;3;0.0212079365
1;anzakt_woche_w;4;4;0.0188551225
1;anzakt_woche_w;5;5;-0.007726384
1;anzakt_woche_w;6;6;-0.0168993
1;anzakt_woche_w;7;7;0
1;anzakt_woche_w;8;8;-0.069543792
1;anzakt_woche_w;9;9;-0.144050166
2;anzakt_woche_e;1;1;0.5100765447
2;anzakt_woche_e;2;2;0.4112232342
2;anzakt_woche_e;3;3;0.2866245577
2;anzakt_woche_e;4;4;0.2610739014
2;anzakt_woche_e;5;5;0.1705377205
2;anzakt_woche_e;6;6;-0.017813653
2;anzakt_woche_e;7;7;0
2;anzakt_woche_e;8;8;0.1175938764
2;anzakt_woche_e;9;9;0.0588970706
3;0;1;1;0
3;0;2;2;0
3;0;3;3;0
3;0;4;4;0
3;0;5;5;0
3;0;6;6;0
3;0;7;7;0
3;0;8;8;0
3;0;9;9;0
4;0;1;1;0
4;0;2;2;0
4;0;3;3;0
4;0;4;4;0
4;0;5;5;0
4;0;6;6;0
4;0;7;7;0
4;0;8;8;0
4;0;9;9;0
5;beruf_vollzeit;1;1;-4.132199734
5;beruf_vollzeit;2;2;-3.468388402
5;beruf_vollzeit;3;3;-2.374354053
5;beruf_vollzeit;4;4;-1.997030264
5;beruf_vollzeit;5;5;-1.124299238
5;beruf_vollzeit;6;6;-0.852649835
5;beruf_vollzeit;7;7;0
5;beruf_vollzeit;8;8;0.3176917656
5;beruf_vollzeit;9;9;0.4103854592
6;beruf_teilzeit;1;1;-1.004758417
6;beruf_teilzeit;2;2;-0.172373105
6;beruf_teilzeit;3;3;0.3209791508
6;beruf_teilzeit;4;4;0.5012998064
6;beruf_teilzeit;5;5;0.3681320879
6;beruf_teilzeit;6;6;0.0577445305
6;beruf_teilzeit;7;7;0
6;beruf_teilzeit;8;8;-0.768744808
6;beruf_teilzeit;9;9;-1.217995999
7;0;1;1;0
7;0;2;2;0
7;0;3;3;0
7;0;4;4;0
7;0;5;5;0
7;0;6;6;0
7;0;7;7;0
7;0;8;8;0
7;0;9;9;0
8;beruf_schueler;1;1;-1.75826195
8;beruf_schueler;2;2;-1.433663559
8;beruf_schueler;3;3;-0.555404493
8;beruf_schueler;4;4;-0.013076377
8;beruf_schueler;5;5;-0.207236589
8;beruf_schueler;6;6;-0.194919858
8;beruf_schueler;7;7;0
8;beruf_schueler;8;8;-0.478921898
8;beruf_schueler;9;9;-1.063663639
