Bezeichnung_Parameter;Bezeichnung_Alternative;Wert_Parameter
Grundnutzen;11;0
Grundnutzen;41;-1.94479368
Grundnutzen;42;-1.335239935
male;11;0
male;41;-0.310317266
male;42;-0.145050436
dauer_akt_1bis14;11;0
dauer_akt_1bis14;41;2.1573683322
dauer_akt_1bis14;42;0.5567614325
dauer_akt_15bis29;11;0
dauer_akt_15bis29;41;2.6737752774
dauer_akt_15bis29;42;0.7302867327
dauer_akt_30bis59;11;0
dauer_akt_30bis59;41;2.3062145928
dauer_akt_30bis59;42;0.5118857409
dauer_akt_60bis119;11;0
dauer_akt_60bis119;41;1.5515236623
dauer_akt_60bis119;42;0.4420389563
dauer_akt_120bis179;11;0
dauer_akt_120bis179;41;0.8505437409
dauer_akt_120bis179;42;0.4634160372
dauer_akt_180bis239;11;0
dauer_akt_180bis239;41;0.6524603785
dauer_akt_180bis239;42;0.4623546362
tag_fr;11;0
tag_fr;41;0.4188715875
tag_fr;42;0.260666264
tag_sa;11;0
tag_sa;41;1.2744602847
tag_sa;42;1.0633594112
tag_so;11;0
tag_so;41;-1.232361486
tag_so;42;-0.944049892
beruf_vollzeit;11;0
beruf_vollzeit;41;-0.057907995
beruf_vollzeit;42;0.2926676256
beruf_teilzeit;11;0
beruf_teilzeit;41;0.1467571187
beruf_teilzeit;42;0.2382578528
beruf_schueler;11;0
beruf_schueler;41;-0.099403111
beruf_schueler;42;0.293276909
alter_10bis17;11;0
alter_10bis17;41;-0.655990257
alter_10bis17;42;0.0954716967
alter_18bis25;11;0
alter_18bis25;41;-0.652713392
alter_18bis25;42;0.1019691274
