Bezeichnung_Parameter;Bezeichnung_Alternative;Wert_Parameter
Grundnutzen;1;0.9053
Grundnutzen;2;1.6032
Grundnutzen;3;1.8425
Grundnutzen;4;1.8553
Grundnutzen;5;1.6620
Grundnutzen;6;0.9768
Grundnutzen;7;-0.5037
Grundnutzen;0;0
beruf_erwerbstaetig;1;0.0556
beruf_erwerbstaetig;2;0.0908
beruf_erwerbstaetig;3;-0.0876
beruf_erwerbstaetig;4;-0.2713
beruf_erwerbstaetig;5;-0.3127
beruf_erwerbstaetig;6;-0.4578
beruf_erwerbstaetig;7;-0.2544
beruf_erwerbstaetig;0;0
beruf_schueler;1;-0.0939
beruf_schueler;2;-0.4189
beruf_schueler;3;-0.8263
beruf_schueler;4;-1.0863
beruf_schueler;5;-1.2827
beruf_schueler;6;-1.5374
beruf_schueler;7;-1.0175
beruf_schueler;0;0
beruf_azubi;1;-0.1432
beruf_azubi;2;-0.7189
beruf_azubi;3;-0.9395
beruf_azubi;4;-1.0351
beruf_azubi;5;-1.2987
beruf_azubi;6;-2.7380
beruf_azubi;7;-0.9605
beruf_azubi;0;0
alter_10bis17;1;-0.2341
alter_10bis17;2;-0.7975
alter_10bis17;3;-1.3385
alter_10bis17;4;-1.6907
alter_10bis17;5;-3.1522
alter_10bis17;6;-3.3079
alter_10bis17;7;-11.3719
alter_10bis17;0;0
Raumtyp_mobitopp_conurbation;1;0.1679
Raumtyp_mobitopp_conurbation;2;0.1636
Raumtyp_mobitopp_conurbation;3;0.2795
Raumtyp_mobitopp_conurbation;4;0.3847
Raumtyp_mobitopp_conurbation;5;0.4411
Raumtyp_mobitopp_conurbation;6;0.4446
Raumtyp_mobitopp_conurbation;7;0.6513
Raumtyp_mobitopp_conurbation;0;0
Raumtyp_mobitopp_rural;1;-0.3859
Raumtyp_mobitopp_rural;2;-0.3414
Raumtyp_mobitopp_rural;3;-0.4664
Raumtyp_mobitopp_rural;4;-0.6626
Raumtyp_mobitopp_rural;5;-0.6480
Raumtyp_mobitopp_rural;6;-0.8533
Raumtyp_mobitopp_rural;7;-0.8707
Raumtyp_mobitopp_rural;0;0
anztage_w;1;-0.0943
anztage_w;2;-0.2019
anztage_w;3;-0.2749
anztage_w;4;-0.3279
anztage_w;5;-0.3836
anztage_w;6;-0.4350
anztage_w;7;-0.4274
anztage_w;0;0
anztage_e;1;-0.2162
anztage_e;2;-0.3122
anztage_e;3;-0.4017
anztage_e;4;-0.5432
anztage_e;5;-0.5795
anztage_e;6;-0.5509
anztage_e;7;-0.5946
anztage_e;0;0
anztage_l;1;0.0807
anztage_l;2;0.0950
anztage_l;3;0.1456
anztage_l;4;0.1704
anztage_l;5;0.1608
anztage_l;6;0.1825
anztage_l;7;0.1052
anztage_l;0;0
