Slot;Anzahl
0;0
1;45
2;18
3;4
4;4
5;24
6;6
7;9
8;3
9;2
10;34
11;2
12;4
13;2
14;3
15;28
16;4
17;2
18;2
19;2
20;30
21;2
22;4
23;4
24;0
25;22
26;3
27;4
28;4
29;2
30;33
31;5
32;2
33;6
34;5
35;27
36;4
37;3
38;3
39;0
40;24
41;5
42;4
43;3
44;3
45;32
46;9
47;4
48;8
49;4
50;40
51;10
52;6
53;5
54;2
55;18
56;7
57;1
58;5
59;3
60;71
61;8
62;6
63;8
64;4
65;32
66;1
67;5
68;3
69;3
70;43
71;3
72;10
73;5
74;1
75;34
76;7
77;6
78;8
79;3
80;36
81;8
82;9
83;6
84;2
85;27
86;5
87;2
88;6
89;3
90;70
91;9
92;9
93;9
94;3
95;38
96;3
97;4
98;5
99;6
100;51
101;8
102;6
103;7
104;2
105;47
106;6
107;10
108;7
109;7
110;50
111;8
112;11
113;9
114;4
115;45
116;7
117;5
118;6
119;1
120;76
121;10
122;4
123;5
124;6
125;34
126;8
127;9
128;5
129;4
130;40
131;12
132;8
133;5
134;10
135;49
136;22
137;12
138;11
139;5
140;53
141;7
142;11
143;1
144;3
145;38
146;10
147;7
148;7
149;2
150;63
151;7
152;10
153;7
154;4
155;40
156;8
157;8
158;12
159;3
160;46
161;4
162;6
163;6
164;6
165;48
166;10
167;10
168;10
169;4
170;46
171;11
172;6
173;8
174;4
175;34
176;9
177;13
178;5
179;8
