Slot;Anzahl
1080;421
1081;1
1082;12
1083;11
1084;8
1085;79
1086;9
1087;6
1088;11
1089;3
1090;135
1091;4
1092;8
1093;13
1094;6
1095;170
1096;8
1097;5
1098;4
1099;4
1100;103
1101;5
1102;8
1103;6
1104;7
1105;47
1106;4
1107;3
1108;13
1109;2
1110;347
1111;2
1112;10
1113;6
1114;4
1115;61
1116;7
1117;12
1118;7
1119;1
1120;99
1121;3
1122;6
1123;9
1124;3
1125;191
1126;3
1127;11
1128;5
1129;10
1130;127
1131;4
1132;5
1133;7
1134;5
1135;73
1136;1
1137;4
1138;7
1139;7
