Slot;Anzahl
1080;284
1081;2
1082;8
1083;10
1084;0
1085;39
1086;2
1087;2
1088;4
1089;3
1090;72
1091;0
1092;7
1093;0
1094;2
1095;85
1096;1
1097;5
1098;1
1099;0
1100;58
1101;1
1102;2
1103;2
1104;2
1105;20
1106;1
1107;2
1108;2
1109;1
1110;153
1111;1
1112;8
1113;1
1114;6
1115;20
1116;1
1117;5
1118;2
1119;1
1120;37
1121;1
1122;2
1123;3
1124;1
1125;100
1126;2
1127;2
1128;5
1129;0
1130;54
1131;2
1132;2
1133;0
1134;3
1135;22
1136;0
1137;2
1138;5
1139;0
1140;168
1141;3
1142;4
1143;2
1144;3
1145;34
1146;2
1147;1
1148;1
1149;1
1150;46
1151;1
1152;5
1153;2
1154;1
1155;67
1156;2
1157;3
1158;2
1159;3
1160;47
1161;0
1162;1
1163;7
1164;1
1165;10
1166;2
1167;1
1168;4
1169;1
1170;114
1171;2
1172;1
1173;3
1174;3
1175;11
1176;3
1177;1
1178;2
1179;0
1180;24
1181;0
1182;0
1183;0
1184;2
1185;70
1186;1
1187;2
1188;4
1189;0
1190;40
1191;3
1192;4
1193;1
1194;2
1195;14
1196;1
1197;2
1198;2
1199;0
