Slot;Anzahl
540;11
541;0
542;1
543;0
544;0
545;3
546;1
547;1
548;1
549;0
550;2
551;0
552;0
553;0
554;0
555;8
556;3
557;0
558;0
559;0
560;6
561;1
562;0
563;0
564;0
565;2
566;0
567;1
568;0
569;0
570;10
571;0
572;0
573;1
574;0
575;6
576;1
577;0
578;0
579;1
580;11
581;0
582;0
583;0
584;0
585;8
586;0
587;1
588;1
589;0
590;5
591;1
592;0
593;0
594;0
595;8
596;2
597;1
598;0
599;2
600;26
601;0
602;1
603;1
604;0
605;5
606;0
607;0
608;0
609;0
610;12
611;0
612;1
613;2
614;2
615;14
616;2
617;1
618;1
619;2
620;16
621;0
622;1
623;1
624;0
625;10
626;0
627;3
628;0
629;0
630;39
631;2
632;1
633;0
634;0
635;10
636;0
637;2
638;0
639;0
640;10
641;1
642;2
643;0
644;1
645;27
646;2
647;1
648;3
649;1
650;21
651;0
652;1
653;1
654;0
655;6
656;1
657;1
658;1
659;0
