Slot;Anzahl;Anzahl_Sum;relativer_Anteil;relativer_Anteil_Sum
1501;0;0;0;0
1502;0;0;0;0
1503;0;0;0;0
1504;0;0;0;0
1505;4;4;0.0057142857;0.0057142857
1506;0;4;0;0.0057142857
1507;0;4;0;0.0057142857
1508;1;5;0.0014285714;0.0071428571
1509;2;7;0.0028571429;0.01
1510;6;13;0.0085714286;0.0185714286
1511;1;14;0.0014285714;0.02
1512;1;15;0.0014285714;0.0214285714
1513;2;17;0.0028571429;0.0242857143
1514;2;19;0.0028571429;0.0271428571
1515;7;26;0.01;0.0371428571
1516;0;26;0;0.0371428571
1517;1;27;0.0014285714;0.0385714286
1518;0;27;0;0.0385714286
1519;1;28;0.0014285714;0.04
1520;7;35;0.01;0.05
1521;0;35;0;0.05
1522;2;37;0.0028571429;0.0528571429
1523;1;38;0.0014285714;0.0542857143
1524;0;38;0;0.0542857143
1525;6;44;0.0085714286;0.0628571429
1526;1;45;0.0014285714;0.0642857143
1527;0;45;0;0.0642857143
1528;0;45;0;0.0642857143
1529;1;46;0.0014285714;0.0657142857
1530;3;49;0.0042857143;0.07
1531;2;51;0.0028571429;0.0728571429
1532;3;54;0.0042857143;0.0771428571
1533;0;54;0;0.0771428571
1534;2;56;0.0028571429;0.08
1535;11;67;0.0157142857;0.0957142857
1536;2;69;0.0028571429;0.0985714286
1537;0;69;0;0.0985714286
1538;2;71;0.0028571429;0.1014285714
1539;0;71;0;0.1014285714
1540;9;80;0.0128571429;0.1142857143
1541;1;81;0.0014285714;0.1157142857
1542;1;82;0.0014285714;0.1171428571
1543;1;83;0.0014285714;0.1185714286
1544;2;85;0.0028571429;0.1214285714
1545;3;88;0.0042857143;0.1257142857
1546;1;89;0.0014285714;0.1271428571
1547;0;89;0;0.1271428571
1548;1;90;0.0014285714;0.1285714286
1549;2;92;0.0028571429;0.1314285714
1550;6;98;0.0085714286;0.14
1551;0;98;0;0.14
1552;2;100;0.0028571429;0.1428571429
1553;1;101;0.0014285714;0.1442857143
