Slot;Anzahl
1140;362
1141;6
1142;10
1143;6
1144;4
1145;68
1146;7
1147;3
1148;8
1149;3
1150;127
1151;4
1152;10
1153;5
1154;5
1155;169
1156;6
1157;6
1158;9
1159;4
1160;135
1161;6
1162;3
1163;6
1164;3
1165;78
1166;3
1167;6
1168;8
1169;1
1170;283
1171;7
1172;12
1173;6
1174;6
1175;42
1176;2
1177;7
1178;3
1179;6
1180;100
1181;5
1182;5
1183;4
1184;3
1185;166
1186;5
1187;13
1188;8
1189;4
1190;126
1191;2
1192;12
1193;9
1194;6
1195;59
1196;5
1197;3
1198;9
1199;2
