Slot;Anzahl
360;899
361;18
362;44
363;33
364;43
365;260
366;20
367;52
368;42
369;29
370;445
371;44
372;64
373;32
374;38
375;585
376;27
377;34
378;61
379;12
380;565
381;43
382;43
383;45
384;62
385;390
386;35
387;44
388;76
389;34
390;1628
391;36
392;84
393;47
394;55
395;492
396;28
397;40
398;80
399;34
400;847
401;46
402;72
403;44
404;57
405;1214
406;55
407;57
408;90
409;31
410;1153
411;52
412;92
413;75
414;52
415;756
416;47
417;60
418;102
419;55
