Slot;Anzahl;Anzahl_Sum;relativer_Anteil;relativer_Anteil_Sum
1;2821;2821;0.2465693558;0.2465693558
2;494;3315;0.0431780439;0.2897473997
3;379;3694;0.033126475;0.3228738747
4;268;3962;0.0234245258;0.3462984005
5;2353;6315;0.2056638406;0.5519622411
6;289;6604;0.0252600297;0.5772222708
7;388;6992;0.0339131195;0.6111353903
8;436;7428;0.0381085569;0.6492439472
9;238;7666;0.0208023774;0.6700463246
10;2639;10305;0.2306616554;0.9007079801
11;244;10549;0.0213268071;0.9220347872
12;369;10918;0.0322524255;0.9542872127
13;317;11235;0.0277073682;0.9819945809
14;206;11441;0.0180054191;1
