Slot;Anzahl;Anzahl_Sum;relativer_Anteil;relativer_Anteil_Sum
960;64;64;0.1904761905;0.1904761905
961;1;65;0.0029761905;0.193452381
962;3;68;0.0089285714;0.2023809524
963;0;68;0;0.2023809524
964;1;69;0.0029761905;0.2053571429
965;18;87;0.0535714286;0.2589285714
966;2;89;0.005952381;0.2648809524
967;3;92;0.0089285714;0.2738095238
968;2;94;0.005952381;0.2797619048
969;1;95;0.0029761905;0.2827380952
970;13;108;0.0386904762;0.3214285714
971;3;111;0.0089285714;0.3303571429
972;0;111;0;0.3303571429
973;0;111;0;0.3303571429
974;0;111;0;0.3303571429
975;30;141;0.0892857143;0.4196428571
976;0;141;0;0.4196428571
977;1;142;0.0029761905;0.4226190476
978;1;143;0.0029761905;0.4255952381
979;0;143;0;0.4255952381
980;12;155;0.0357142857;0.4613095238
981;4;159;0.0119047619;0.4732142857
982;2;161;0.005952381;0.4791666667
983;0;161;0;0.4791666667
984;1;162;0.0029761905;0.4821428571
985;7;169;0.0208333333;0.5029761905
986;2;171;0.005952381;0.5089285714
987;6;177;0.0178571429;0.5267857143
988;1;178;0.0029761905;0.5297619048
989;1;179;0.0029761905;0.5327380952
990;69;248;0.2053571429;0.7380952381
991;1;249;0.0029761905;0.7410714286
992;4;253;0.0119047619;0.7529761905
993;3;256;0.0089285714;0.7619047619
994;0;256;0;0.7619047619
995;11;267;0.0327380952;0.7946428571
996;0;267;0;0.7946428571
997;3;270;0.0089285714;0.8035714286
998;2;272;0.005952381;0.8095238095
999;2;274;0.005952381;0.8154761905
1000;10;284;0.0297619048;0.8452380952
1001;0;284;0;0.8452380952
1002;1;285;0.0029761905;0.8482142857
1003;0;285;0;0.8482142857
1004;1;286;0.0029761905;0.8511904762
1005;21;307;0.0625;0.9136904762
1006;0;307;0;0.9136904762
1007;1;308;0.0029761905;0.9166666667
1008;0;308;0;0.9166666667
1009;1;309;0.0029761905;0.9196428571
1010;16;325;0.0476190476;0.9672619048
1011;0;325;0;0.9672619048
1012;2;327;0.005952381;0.9732142857
1013;0;327;0;0.9732142857
1014;0;327;0;0.9732142857
1015;6;333;0.0178571429;0.9910714286
1016;1;334;0.0029761905;0.994047619
1017;2;336;0.005952381;1
1018;0;336;0;1
1019;0;336;0;1
