Nr_Parameter;Bezeichnung_Parameter;Nr_Alternative;Bezeichnung_Alternative;Wert_Parameter
8;tourtyp_shopping;8;7;-0.353928338
8;tourtyp_shopping;9;8;-1.567218897
8;tourtyp_shopping;10;9;-1.954460359
9;tourtyp_transport;1;0;0
9;tourtyp_transport;2;1;-0.418170658
9;tourtyp_transport;3;2;-0.180361912
9;tourtyp_transport;4;3;-0.425195599
9;tourtyp_transport;5;4;-0.068757725
9;tourtyp_transport;6;5;-0.005909776
9;tourtyp_transport;7;6;-10.70140339
9;tourtyp_transport;8;7;0.4794250361
9;tourtyp_transport;9;8;0.0204076115
9;tourtyp_transport;10;9;-0.038402355
10;0;1;0;0
10;0;2;1;0
10;0;3;2;0
10;0;4;3;0
10;0;5;4;0
10;0;6;5;0
10;0;7;6;0
10;0;8;7;0
10;0;9;8;0
10;0;10;9;0
11;tag_sa;1;0;0
11;tag_sa;2;1;-0.13145289
11;tag_sa;3;2;-0.183816835
11;tag_sa;4;3;-0.286631864
11;tag_sa;5;4;-0.17710834
11;tag_sa;6;5;-0.412773195
11;tag_sa;7;6;-0.559707406
11;tag_sa;8;7;0.0287363588
11;tag_sa;9;8;-0.590656376
11;tag_sa;10;9;-0.505742335
12;tag_so;1;0;0
12;tag_so;2;1;-0.35595854
12;tag_so;3;2;-0.815100449
12;tag_so;4;3;-0.988114171
12;tag_so;5;4;-0.645727434
12;tag_so;6;5;-1.381788352
12;tag_so;7;6;-2.077383101
12;tag_so;8;7;-1.632356298
12;tag_so;9;8;-11.35460861
12;tag_so;10;9;-11.78865928
13;0;1;0;0
13;0;2;1;0
13;0;3;2;0
13;0;4;3;0
13;0;5;4;0
13;0;6;5;0
13;0;7;6;0
13;0;8;7;0
13;0;9;8;0
13;0;10;9;0
14;0;1;0;0
14;0;2;1;0
14;0;3;2;0
14;0;4;3;0
14;0;5;4;0
14;0;6;5;0
14;0;7;6;0
14;0;8;7;0
14;0;9;8;0
14;0;10;9;0
15;alter_18bis35;1;0;0
15;alter_18bis35;2;1;0.6820744154
15;alter_18bis35;3;2;0.8683328421
15;alter_18bis35;4;3;1.0159680476
15;alter_18bis35;5;4;0.9322207798
15;alter_18bis35;6;5;1.4171889051
15;alter_18bis35;7;6;1.5219833885
15;alter_18bis35;8;7;1.3860700416
15;alter_18bis35;9;8;1.9062788332
15;alter_18bis35;10;9;0.9912462106
16;alter_36bis50;1;0;0
16;alter_36bis50;2;1;0.5597561303
16;alter_36bis50;3;2;0.6743933564
16;alter_36bis50;4;3;0.8099097688
16;alter_36bis50;5;4;0.8527340315
16;alter_36bis50;6;5;1.2022460136
16;alter_36bis50;7;6;0.8297038215
16;alter_36bis50;8;7;0.9081751681
16;alter_36bis50;9;8;1.9680697979
16;alter_36bis50;10;9;0.9086100232
17;alter_51bis60;1;0;0
17;alter_51bis60;2;1;0.2575178497
17;alter_51bis60;3;2;0.3924530657
17;alter_51bis60;4;3;0.4776701416
17;alter_51bis60;5;4;0.5393112769
17;alter_51bis60;6;5;0.9637426857
17;alter_51bis60;7;6;1.0124982206
17;alter_51bis60;8;7;1.0980282705
17;alter_51bis60;9;8;-0.084080943
17;alter_51bis60;10;9;1.0155375252
18;taghat1tour;1;0;0
18;taghat1tour;2;1;0.171416212
18;taghat1tour;3;2;0.531859586
18;taghat1tour;4;3;0.6566627079
18;taghat1tour;5;4;0.745950682
18;taghat1tour;6;5;0.9967107973
18;taghat1tour;7;6;1.1014475374
18;taghat1tour;8;7;2.7613643561
18;taghat1tour;9;8;1.7026572611
18;taghat1tour;10;9;1.5481081796
19;taghat2touren;1;0;0
19;taghat2touren;2;1;0.0829504407
19;taghat2touren;3;2;0.2425202505
19;taghat2touren;4;3;0.2014997213
19;taghat2touren;5;4;0.4124148059
19;taghat2touren;6;5;0.2607438982
19;taghat2touren;7;6;0.7350120999
19;taghat2touren;8;7;1.9802171097
19;taghat2touren;9;8;1.1548686874
19;taghat2touren;10;9;0.5955647054
20;0;2;1;0
20;0;3;2;0
20;0;4;3;0
20;0;5;4;0
20;0;6;5;0
20;0;7;6;0
20;0;8;7;0
20;0;9;8;0
20;0;10;9;0
