Slot;Anzahl;Anzahl_Sum;relativer_Anteil;relativer_Anteil_Sum
960;1320;1320;0.210090721;0.210090721
961;7;1327;0.0011141175;0.2112048385
962;41;1368;0.0065255451;0.2177303836
963;30;1398;0.0047747891;0.2225051727
964;18;1416;0.0028648735;0.2253700462
965;231;1647;0.0367658762;0.2621359223
966;12;1659;0.0019099156;0.264045838
967;21;1680;0.0033423524;0.2673881904
968;29;1709;0.0046156295;0.2720038198
969;13;1722;0.0020690753;0.2740728951
970;356;2078;0.0566608308;0.3307337259
971;20;2098;0.0031831927;0.3339169187
972;37;2135;0.0058889066;0.3398058252
973;18;2153;0.0028648735;0.3426706987
974;21;2174;0.0033423524;0.3460130511
975;516;2690;0.0821263728;0.4281394238
976;14;2704;0.0022282349;0.4303676588
977;21;2725;0.0033423524;0.4337100111
978;16;2741;0.0025465542;0.4362565653
979;9;2750;0.0014324367;0.4376890021
980;303;3053;0.04822537;0.4859143721
981;13;3066;0.0020690753;0.4879834474
982;31;3097;0.0049339488;0.4929173961
983;19;3116;0.0030240331;0.4959414293
984;16;3132;0.0025465542;0.4984879834
985;184;3316;0.0292853732;0.5277733567
986;10;3326;0.0015915964;0.529364953
987;25;3351;0.0039789909;0.533343944
988;23;3374;0.0036606717;0.5370046156
989;12;3386;0.0019099156;0.5389145313
990;929;4315;0.1478593029;0.6867738342
991;21;4336;0.0033423524;0.6901161865
992;29;4365;0.0046156295;0.694731816
993;18;4383;0.0028648735;0.6975966895
994;15;4398;0.0023873946;0.699984084
995;182;4580;0.028967054;0.728951138
996;18;4598;0.0028648735;0.7318160115
997;19;4617;0.0030240331;0.7348400446
998;22;4639;0.003501512;0.7383415566
999;10;4649;0.0015915964;0.739933153
1000;268;4917;0.0426547827;0.7825879357
1001;18;4935;0.0028648735;0.7854528092
1002;23;4958;0.0036606717;0.7891134808
1003;19;4977;0.0030240331;0.7921375139
1004;19;4996;0.0030240331;0.795161547
1005;545;5541;0.0867420022;0.8819035493
1006;17;5558;0.0027057138;0.8846092631
1007;26;5584;0.0041381506;0.8887474137
1008;31;5615;0.0049339488;0.8936813624
1009;18;5633;0.0028648735;0.8965462359
1010;331;5964;0.0526818399;0.9492280758
1011;23;5987;0.0036606717;0.9528887474
1012;18;6005;0.0028648735;0.9557536209
1013;11;6016;0.001750756;0.9575043769
1014;13;6029;0.0020690753;0.9595734522
1015;191;6220;0.0303994907;0.9899729429
1016;12;6232;0.0019099156;0.9918828585
1017;22;6254;0.003501512;0.9953843705
1018;21;6275;0.0033423524;0.9987267229
1019;8;6283;0.0012732771;1
