Slot;Anzahl;Anzahl_Sum;relativer_Anteil;relativer_Anteil_Sum
240;77;77;0.0296838859;0.0296838859
241;32;109;0.0123361604;0.0420200463
242;24;133;0.0092521203;0.0512721665
243;20;153;0.0077101002;0.0589822668
244;27;180;0.0104086353;0.0693909021
245;61;241;0.0235158057;0.0929067078
246;21;262;0.0080956052;0.101002313
247;22;284;0.0084811103;0.1094834233
248;20;304;0.0077101002;0.1171935235
249;18;322;0.0069390902;0.1241326137
250;65;387;0.0250578258;0.1491904395
251;23;410;0.0088666153;0.1580570547
252;23;433;0.0088666153;0.16692367
253;20;453;0.0077101002;0.1746337702
254;13;466;0.0050115652;0.1796453354
255;70;536;0.0269853508;0.2066306862
256;10;546;0.0038550501;0.2104857363
257;19;565;0.0073245952;0.2178103315
258;13;578;0.0050115652;0.2228218967
259;12;590;0.0046260601;0.2274479568
260;71;661;0.0273708558;0.2548188126
261;18;679;0.0069390902;0.2617579029
262;17;696;0.0065535852;0.268311488
263;16;712;0.0061680802;0.2744795682
264;14;726;0.0053970702;0.2798766384
265;56;782;0.0215882806;0.301464919
266;18;800;0.0069390902;0.3084040093
267;20;820;0.0077101002;0.3161141095
268;12;832;0.0046260601;0.3207401696
269;8;840;0.0030840401;0.3238242097
270;78;918;0.0300693909;0.3538936006
271;14;932;0.0053970702;0.3592906708
272;22;954;0.0084811103;0.367771781
273;15;969;0.0057825752;0.3735543562
274;18;987;0.0069390902;0.3804934464
275;51;1038;0.0196607556;0.400154202
276;9;1047;0.0034695451;0.4036237471
277;20;1067;0.0077101002;0.4113338473
278;22;1089;0.0084811103;0.4198149576
279;16;1105;0.0061680802;0.4259830378
280;49;1154;0.0188897456;0.4448727833
281;11;1165;0.0042405551;0.4491133385
282;20;1185;0.0077101002;0.4568234387
283;21;1206;0.0080956052;0.4649190439
284;15;1221;0.0057825752;0.4707016191
285;76;1297;0.0292983809;0.5
286;12;1309;0.0046260601;0.5046260601
287;10;1319;0.0038550501;0.5084811103
288;16;1335;0.0061680802;0.5146491904
289;8;1343;0.0030840401;0.5177332305
290;66;1409;0.0254433308;0.5431765613
291;9;1418;0.0034695451;0.5466461064
292;12;1430;0.0046260601;0.5512721665
293;13;1443;0.0050115652;0.5562837317
294;9;1452;0.0034695451;0.5597532768
295;43;1495;0.0165767155;0.5763299923
296;18;1513;0.0069390902;0.5832690825
297;8;1521;0.0030840401;0.5863531226
298;6;1527;0.0023130301;0.5886661527
299;8;1535;0.0030840401;0.5917501928
300;65;1600;0.0250578258;0.6168080185
301;11;1611;0.0042405551;0.6210485736
302;13;1624;0.0050115652;0.6260601388
303;7;1631;0.0026985351;0.6287586739
304;7;1638;0.0026985351;0.6314572089
305;56;1694;0.0215882806;0.6530454896
306;14;1708;0.0053970702;0.6584425598
307;19;1727;0.0073245952;0.665767155
308;11;1738;0.0042405551;0.6700077101
309;6;1744;0.0023130301;0.6723207402
310;45;1789;0.0173477255;0.6896684657
311;11;1800;0.0042405551;0.6939090208
312;17;1817;0.0065535852;0.700462606
313;8;1825;0.0030840401;0.7035466461
314;10;1835;0.0038550501;0.7074016962
315;44;1879;0.0169622205;0.7243639167
316;7;1886;0.0026985351;0.7270624518
317;7;1893;0.0026985351;0.7297609869
318;9;1902;0.0034695451;0.733230532
319;10;1912;0.0038550501;0.7370855821
320;52;1964;0.0200462606;0.7571318427
321;16;1980;0.0061680802;0.7632999229
322;16;1996;0.0061680802;0.7694680031
323;19;2015;0.0073245952;0.7767925983
324;11;2026;0.0042405551;0.7810331534
325;42;2068;0.0161912105;0.7972243639
326;12;2080;0.0046260601;0.8018504241
327;6;2086;0.0023130301;0.8041634541
328;13;2099;0.0050115652;0.8091750193
329;8;2107;0.0030840401;0.8122590594
330;55;2162;0.0212027756;0.833461835
331;12;2174;0.0046260601;0.8380878951
332;7;2181;0.0026985351;0.8407864302
333;7;2188;0.0026985351;0.8434849653
334;8;2196;0.0030840401;0.8465690054
335;33;2229;0.0127216654;0.8592906708
336;11;2240;0.0042405551;0.8635312259
337;11;2251;0.0042405551;0.867771781
338;8;2259;0.0030840401;0.8708558211
339;16;2275;0.0061680802;0.8770239013
340;49;2324;0.0188897456;0.8959136469
341;13;2337;0.0050115652;0.900925212
342;12;2349;0.0046260601;0.9055512722
343;11;2360;0.0042405551;0.9097918273
344;3;2363;0.001156515;0.9109483423
345;43;2406;0.0165767155;0.9275250578
346;12;2418;0.0046260601;0.932151118
347;8;2426;0.0030840401;0.9352351581
348;11;2437;0.0042405551;0.9394757132
349;7;2444;0.0026985351;0.9421742483
350;34;2478;0.0131071704;0.9552814187
351;9;2487;0.0034695451;0.9587509638
352;14;2501;0.0053970702;0.9641480339
353;7;2508;0.0026985351;0.966846569
354;11;2519;0.0042405551;0.9710871241
355;38;2557;0.0146491904;0.9857363146
356;14;2571;0.0053970702;0.9911333847
357;8;2579;0.0030840401;0.9942174248
358;9;2588;0.0034695451;0.9976869699
359;6;2594;0.0023130301;1
